name,r1_1_1,r1_1_2,r1_1_3,r1_1_4,r1_1_5,r1_6_1,r1_6_2,r1_6_3,r1_6_4,r1_6_5,FoldCh
C4b,33.76979,33.36489,33.36071,33.3395,33.26136,32.91024,32.86984,32.74659,32.70248,32.82858,-0.607704
Fbln1,27.34562,28.56616,28.26616,28.21192,28.6024,26.83026,27.64719,27.38829,27.34274,26.7939,-0.997976
Serpina6,21.4999,21.81634,22.42158,22.39552,22.29609,22.80457,24.77846,20.79091,25.67179,24.72354,1.667968
Tgm2,22.47633,22.47003,22.48015,24.30366,22.07582,24.29593,24.34827,24.32052,24.24554,24.48867,1.578588
Pglyrp2,24.91771,24.51467,24.62076,24.39963,23.90931,23.94029,23.25667,23.59901,23.3995,23.71356,-0.89061
Serpina10,26.98707,26.19865,26.55339,26.03204,25.9104,24.60037,20.29397,24.19009,24.52067,24.59838,-2.695614
Itih2,31.648,31.0932,31.37046,31.14011,31.10212,30.99335,31.03453,30.79056,30.9746,30.72753,-0.366664
Igj,31.27175,31.46202,31.51916,31.13651,31.20326,30.65787,30.50607,30.7038,30.52841,30.67632,-0.704046
Apoc1,29.05662,28.8154,28.9579,29.00019,28.88291,29.10866,29.07235,29.23672,29.6012,29.19404,0.29999
Lum,25.47571,25.20713,25.1332,25.31341,25.405,25.61327,25.99164,26.26871,26.02821,26.38982,0.75144
Proz,26.60894,25.38341,24.87774,25.16073,23.51171,27.00539,26.47548,25.6424,28.38944,26.59149,1.712334
Lcat,24.63522,25.25458,20.79382,22.4175,21.77635,25.58503,25.64,25.7399,25.10089,25.67244,2.572158
Saa2,24.4776,23.19303,23.21544,23.08107,22.91231,22.47182,21.48064,22.00748,22.88907,22.32413,-1.141262
Serpina3k,32.33711,32.29071,32.37005,32.33226,32.27039,33.64571,33.77362,33.62593,33.59613,33.29844,1.267862
Actb,29.07743,29.4847,29.52113,28.57246,28.44427,27.62471,27.47923,27.67949,27.57672,27.4763,-1.452708
Postn,24.46787,22.80931,22.41333,22.65844,22.69307,22.32444,22.36167,23.38144,23.07601,18.88443,-1.002806
Itih1,31.72838,31.32432,31.65023,31.57745,31.49023,31.02934,30.90498,30.82031,30.75262,30.88555,-0.675562
Azgp1,28.95662,28.09763,28.97836,27.37094,27.87496,26.64031,28.11922,26.78344,26.99906,27.525,-1.042296
Saa1,20.31912,21.73835,21.91998,22.35049,21.30206,22.59582,23.09575,22.37281,21.04401,21.94218,0.684114
Hspa1b,23.31354,25.97248,24.79665,26.13061,25.82265,24.33926,24.0035,25.1731,25.71025,24.26807,-0.50835
F5,26.78257,26.34641,26.43736,26.20738,26.37746,24.86292,25.12892,25.04935,24.34177,25.04556,-1.544532
Gapdh,23.98876,23.92705,24.28093,24.10965,23.87145,25.0792,21.82944,25.3585,24.49692,25.25638,0.36852
C8a,32.5374,32.55364,32.7222,32.47808,32.49195,31.32399,31.45508,31.48736,31.26997,31.25659,-1.198056
Afm,29.06907,28.63647,28.90693,28.95615,28.74073,29.52281,29.17886,29.27637,29.24259,29.34285,0.450826
Apoc3,28.47046,27.18433,28.04672,28.08998,28.23923,29.85012,29.58092,29.33317,29.51407,29.51766,1.553044
Thbs1,25.951,26.23374,26.32872,25.92522,26.22395,27.17217,29.01842,28.50359,28.37766,28.25196,2.132234
Masp1,26.87079,26.14453,25.62547,26.61372,26.10945,25.39447,25.39816,24.62383,25.91114,24.8447,-1.038332
Masp2,27.81287,27.44332,27.48616,27.63166,27.32234,27.45811,27.46451,27.59612,27.6571,27.32612,-0.038878
Fgb,36.27098,35.94567,36.01095,36.00481,35.91981,37.34485,37.20396,37.15295,37.28365,37.09437,1.185512
F10,26.50142,26.84912,26.96036,26.80218,26.48979,27.04281,27.4017,26.84254,28.01622,27.60703,0.661486
Fga,36.42384,36.30864,36.50331,36.2294,36.27872,37.22027,37.01245,37.01878,36.9509,37.02839,0.697376
C8g,31.6032,31.10131,31.2194,31.27636,31.3687,29.63782,29.48083,29.65103,29.50985,29.55812,-1.746264
Serpina1c,20.37891,22.35022,22.2398,20.70928,21.71032,21.65844,22.64904,24.8783,24.92125,24.71057,2.285814
Orm2,23.30354,22.41887,22.85291,22.0459,22.90947,24.04068,26.0049,24.56424,26.62226,26.08257,2.756792
Serpina1d,29.26537,28.99183,29.04984,28.40503,28.64293,30.23729,31.92433,30.25519,30.32131,30.58082,1.792788
Cfd,24.53938,25.02644,25.90773,24.85234,25.22648,26.25296,27.22582,27.13222,27.23507,27.54422,1.967584
Fgg,36.80869,37.11749,37.16339,36.81895,36.82086,37.47908,37.40205,37.21422,37.15615,37.20223,0.34487
Apoa4,30.47344,30.52328,30.72338,30.05427,30.17462,31.35458,31.38474,31.26623,31.1674,31.27231,0.899254
F7,25.23867,26.69856,26.09122,25.73856,25.72967,21.61465,22.57097,22.34053,21.71807,22.00975,-3.848542
Vwf,31.09365,30.90038,31.04035,30.82661,30.89937,31.64031,31.64453,31.82354,31.64005,31.64108,0.72583
C1qa,29.1046,29.88081,28.9627,29.64721,29.17362,30.24932,29.87332,30.26607,30.14734,29.81722,0.716866
Cfi,30.64873,30.55646,30.73675,30.71457,30.63417,29.86629,29.88018,29.76986,29.62525,30.09169,-0.811482
Serpina1e,30.17855,30.07099,30.65156,30.58611,30.76097,31.91392,32.28819,32.05482,32.10262,32.3219,1.686654
Serpina1a,29.30236,29.33658,28.50021,28.69952,28.25314,30.61553,30.75446,30.37493,30.66357,30.28538,1.720412
Serpina1b,32.34992,32.01432,32.13231,32.07658,32.05006,33.55556,33.52624,33.50687,33.22647,33.51277,1.340944
Fn1,36.36315,36.33842,36.45424,36.27534,36.14811,35.83752,35.74665,35.76695,35.70081,35.68348,-0.56877
Apob,25.13665,24.74935,24.47265,24.69641,24.79942,24.48081,24.1418,25.25303,24.48001,25.42256,-0.015254
B2m,30.30704,29.35243,27.92937,29.46546,29.58072,29.42954,29.76595,29.95518,29.54738,29.9348,0.399566
Trf,36.70032,36.57978,36.65411,36.48203,36.64219,36.18266,36.08141,36.0711,35.97831,36.01174,-0.546642
C1s1,27.04009,27.04354,27.15045,27.03454,27.18414,27.67587,27.64093,28.30391,28.73844,27.755,0.932278
C1ra,27.33339,27.38837,27.2141,27.46505,26.75073,27.50574,27.69604,27.91228,27.59456,28.31099,0.573594
C1s2,22.12237,20.51316,20.98475,21.74061,21.62475,22.75562,22.70498,22.63914,22.45911,22.29443,1.173528
Gc,31.66953,31.63629,31.80085,31.52706,31.47663,31.66488,31.61065,31.62958,31.65121,31.59881,0.008954
Serpina3m,27.98,23.74684,23.72307,29.65915,21.97148,24.16192,28.04682,23.61482,21.5306,22.1327,-1.518736
Cfh,33.07823,32.98111,33.12027,32.80394,32.79877,32.06493,32.04261,32.15551,32.28129,32.22239,-0.803118
Crp,27.46443,26.82687,27.05009,26.72546,26.80759,25.34076,25.24071,25.22792,25.06415,25.80233,-1.639714
Hpx,34.18305,33.60631,33.6345,33.77814,33.70934,33.1231,32.9193,33.01588,33.00189,32.94871,-0.780492
Ttr,27.32088,28.17241,27.52388,27.54185,27.36561,28.20149,28.09929,27.88291,28.50374,27.65554,0.483668
Cp,33.97937,33.72456,33.78819,33.43104,33.73782,33.15881,33.00681,33.07082,32.93512,32.9817,-0.701544
Serpinf2,31.71473,31.64972,30.88008,30.96231,31.23106,31.10362,30.85058,31.2522,30.81069,30.98685,-0.286792
Apoe,31.79977,31.20833,31.3294,31.18689,31.32684,31.4898,31.33058,31.28196,31.27014,31.08328,-0.079094
Serpinc1,30.22527,29.92337,29.93677,29.51032,29.49861,30.32012,30.28207,30.0444,30.02155,30.07189,0.329138
Hp,31.38499,29.79231,30.09144,30.5389,30.69661,28.75618,28.24036,28.90188,28.382,28.04359,-2.036048
Klkb1,30.16531,29.95685,30.10375,29.82139,29.63461,29.83256,29.75377,29.92323,29.85491,29.51326,-0.160836
Apoa1,33.69737,33.70234,33.716,33.27184,33.39624,35.13151,35.16684,35.19436,34.68071,35.1356,1.505046
Lrp1,24.87727,25.66253,24.79476,24.44727,24.51887,24.26033,24.14032,24.12629,24.09708,24.1943,-0.696476
Hspa5,23.31354,25.97248,24.79665,26.13061,25.82265,24.33926,24.0035,25.1731,25.71025,24.26807,-0.50835
Hspa1l,23.31354,25.97248,24.79665,26.13061,25.82265,24.33926,24.0035,25.1731,25.71025,24.26807,-0.50835
Psmb1,27.18386,25.78457,25.79741,26.81995,26.1419,22.84946,24.43116,21.96335,24.07079,24.03011,-2.876564
Tns4,26.50064,27.75417,27.58355,27.64196,28.0502,28.53531,28.67882,28.30313,27.86106,28.36022,0.841604
Efemp1,27.71973,28.17212,28.44747,28.13648,27.83183,27.33057,27.98549,27.29141,28.29294,27.84428,-0.312588
Psma6,27.33424,27.7179,27.88058,27.37194,27.47018,26.42132,26.66628,26.59121,26.78619,27.10579,-0.84081
Thbs4,25.70137,29.66446,28.28039,28.7498,26.5234,27.21531,29.45435,28.84607,27.9556,27.49793,0.409968
Psmb5,25.01159,26.11064,25.68413,26.8381,26.2146,24.41545,24.73702,24.79704,24.38667,24.3692,-1.430736
Ywhaz,22.58733,23.51099,23.15129,23.20413,24.10788,19.80009,19.63791,23.05487,23.21234,22.37432,-1.696418
Hbb-bs,32.03348,31.84846,32.06278,31.88754,31.83628,32.70728,32.51188,32.46663,32.49596,32.64687,0.632016
Psmb8,27.14647,26.34934,27.16672,26.58549,22.94035,25.71004,25.4478,25.68728,24.88213,20.86783,-1.518658
Psma7,28.4696,28.5423,28.36236,27.61744,27.91536,24.77304,26.43479,26.51268,26.02802,26.50475,-2.130756
Psma1,28.54252,27.52171,28.12041,27.83689,27.91764,25.40834,25.85436,25.9664,25.6923,28.50006,-1.703542
Spata5,22.73591,22.24841,22.6385,22.46306,22.40265,23.13058,23.3377,23.5064,22.62507,22.97715,0.617674
Mad2l1,23.18255,22.76486,20.52243,22.02273,21.65931,26.66275,27.97449,27.78918,28.06054,26.82651,5.432318
Psma5,27.19291,26.89389,27.15016,26.97509,26.75812,27.44063,26.64856,26.93697,26.94592,26.86183,-0.027252
Psma4,25.38113,24.70978,24.89795,24.50688,24.18639,24.02454,24.62834,23.54545,24.08302,23.66763,-0.74663
Hspa2,23.31354,25.97248,24.79665,26.13061,25.82265,24.33926,24.0035,25.1731,25.71025,24.26807,-0.50835
Fap,22.10764,22.57957,22.55178,22.00027,21.85514,21.26694,20.94592,20.77394,21.21104,20.83221,-1.21287
Mfap4,21.50158,21.75942,21.45363,22.45865,21.65521,23.17557,22.48509,23.09157,23.65868,20.34765,0.786014
Pkm,29.27782,28.3758,28.93247,28.2833,28.54499,26.31365,27.33671,27.1418,26.85769,26.97989,-1.756928
Loxl1,24.53819,26.8629,26.96345,27.11018,20.37939,24.51111,25.37348,25.51569,23.47667,24.67077,-0.461278
Psmb3,20.60679,23.57068,22.56428,23.89745,23.78925,22.09619,22.11273,21.95308,21.97316,21.50945,-0.956768
Psma3,27.9034,28.1377,28.64578,28.07837,28.29505,26.30419,25.60221,26.58534,27.477,26.30268,-1.757776
Ubtfl1,27.78044,28.77709,28.68057,28.85505,28.77011,29.90211,30.30639,30.1726,29.96609,30.07022,1.51083
Ces3a,25.76177,25.98724,26.12323,25.94822,26.29372,25.82663,25.56424,25.71107,25.26746,25.54351,-0.440254
Actg2,29.07743,29.4847,29.52113,28.57246,28.44427,27.62471,27.47923,27.67949,27.57672,27.4763,-1.452708
Actc1,29.07743,29.4847,29.52113,28.57246,28.44427,27.62471,27.47923,27.67949,27.57672,27.4763,-1.452708
Pzp,38.28735,38.00864,37.90561,37.95139,37.93006,37.72986,37.54272,37.42561,37.49093,37.52773,-0.47324
Lifr,28.13726,28.36227,28.36632,28.51073,28.15141,28.59733,28.17769,28.3699,28.61526,28.2166,0.089758
Rpl13,23.49976,23.71665,22.92478,21.85847,22.58449,22.11893,21.59644,22.28501,22.58953,21.85285,-0.828278
Psmb4,24.65802,24.11862,24.4051,24.18321,24.12195,22.79444,21.58447,22.43233,22.28708,22.3388,-2.009956
Psmd2,21.11195,22.21933,21.80998,22.94263,21.59736,20.66411,22.37587,21.35,20.15126,22.57594,-0.512814
Psmb6,25.97708,27.98066,27.83629,27.78375,27.80144,27.95316,28.08482,28.21062,28.05626,27.93624,0.572376
Ric8,24.98742,25.62845,26.75735,21.46867,27.08142,22.42934,26.55067,26.71358,26.65581,26.54868,0.594954
Cps1,24.52461,22.27075,21.57565,22.42345,24.06336,22.4893,22.79276,22.01514,23.65265,20.51867,-0.67786
Psmc2,21.91576,21.31746,22.25681,21.60821,21.38542,23.40536,21.48703,23.68913,23.74181,21.90951,1.149836
Ica,31.85938,31.85768,31.9566,31.88969,31.81,30.77533,30.91577,30.86754,30.67354,30.83259,-1.061716
Qsox1,27.78967,27.35674,27.02295,27.74233,27.26284,26.11221,25.76175,25.53792,26.1852,25.5407,-1.60735
Lap3,26.94503,27.07674,27.06445,27.23462,26.64842,25.25296,25.65119,25.0357,26.1865,25.0398,-1.560622
Pltp,23.9419,25.6413,24.46886,25.46911,25.50664,25.87961,25.93321,25.60772,25.1343,25.38275,0.581956
Rpl7,21.78692,19.86979,23.6871,22.76606,23.32237,24.02657,23.74016,23.80963,23.53267,23.9693,1.529218
Il1rap,25.91098,25.51189,25.29971,25.80747,25.41209,25.79449,25.46264,25.62308,25.42557,26.20242,0.113212
Amy2a2,26.34398,26.18507,26.32565,25.99936,26.02848,24.69609,25.05668,24.54197,24.8042,25.46051,-1.264618
Psma2,24.31672,22.65938,22.56767,23.48468,23.47457,23.95863,23.23291,23.78915,24.27277,23.38588,0.427264
Katnal2,22.73591,22.24841,22.6385,22.46306,22.40265,23.13058,23.3377,23.5064,22.62507,22.97715,0.617674
Mug1,36.10875,36.16367,36.20485,36.18833,36.01403,35.58511,35.42483,35.37419,35.34497,35.39997,-0.710112
Amy1,26.34398,26.18507,26.32565,25.99936,26.02848,24.69609,25.05668,24.54197,24.8042,25.46051,-1.264618
Bpifa2,22.39556,19.88823,22.04291,22.70373,23.06102,21.73944,23.2613,22.94031,20.41007,23.36227,0.324388
Colec11,26.23996,26.23411,25.85583,26.36331,26.19719,27.18612,26.58663,26.49598,27.06157,26.15638,0.519256
Angptl6,24.44462,24.9208,24.7896,24.60433,25.33163,27.3794,27.68639,26.22398,28.36936,27.01977,2.517584
Cpn1,29.2902,28.83545,29.13261,28.76091,28.80203,28.30665,28.27857,28.13173,28.03931,28.0577,-0.801448
Ces1c,31.80605,31.49734,31.61263,31.22136,31.02598,31.82983,31.41649,31.5454,31.54527,31.47784,0.130294
Cpn2,31.18341,30.86938,30.80901,30.75875,30.80062,29.82394,29.38224,29.51786,29.65881,29.63012,-1.28164
Mup19,29.22706,28.81791,29.01752,28.60671,28.76243,28.07465,27.87941,28.17126,27.81103,28.16768,-0.86552
Mup18,29.22706,28.81791,29.01752,28.60671,28.76243,28.07465,27.87941,28.17126,27.81103,28.16768,-0.86552
Mup17,25.50984,26.77869,27.54281,25.25198,26.57816,26.99075,28.20499,27.37807,27.69909,27.89499,1.301282
H2-Q10,31.02538,30.60072,30.84954,30.49762,30.38751,30.48424,30.44312,30.34604,30.82926,30.64324,-0.122974
Mup12,29.22706,28.81791,29.01752,28.60671,28.76243,28.07465,27.87941,28.17126,27.81103,28.16768,-0.86552
Emilin1,22.30167,24.80302,24.48302,24.1149,24.79045,24.78786,24.3181,24.55028,25.30456,25.12171,0.71789
Hba-a2,33.41072,32.86679,32.79543,32.82943,32.93859,33.98685,34.27628,33.87179,34.09938,34.00169,1.079006
Tcn2,22.03066,21.66154,21.46976,23.60162,20.78213,20.92005,20.81894,21.14457,21.09223,20.17974,-1.078036
Man2b1,24.50215,24.66747,25.22129,23.66036,24.91871,23.76668,24.3579,23.51027,23.69965,23.45337,-0.836422
Cir1,23.79937,23.78267,24.07292,23.32031,23.58909,23.25965,22.47267,21.56291,22.07957,22.46641,-1.34463
