name,r1_1_1,r1_1_2,r1_1_3,r1_1_4,r1_1_5,r1_2_1,r1_2_2,r1_2_3,r1_2_4,r1_2_5,FoldCh
Qsox1,-0.047944374,-0.170162836,-0.253624097,-0.045633655,-0.13477218,-0.426864693,-0.11825283,-0.053115535,-0.281570336,-0.637484313,-0.576228838
Lap3,-0.266279137,-0.24498193,-0.242588456,-0.182853647,-0.29601845,-0.282965662,-0.521040556,-1.114033136,-0.687881908,-0.561308605,-1.313121457
Pltp,-1.042571616,-0.628547356,-0.932805305,-0.660022245,-0.595663264,-0.476869974,-0.47480144,-0.592572452,-0.404002127,-0.534849565,0.915819239
Rpl7,-1.599622015,-2.170758592,-1.140690188,-1.390582013,-1.168895567,-1.123943134,-1.11109194,-1.568510094,-1.590937927,-1.141167026,0.59989758
Il1rap,-0.533575337,-0.663127138,-0.711866455,-0.568572881,-0.620476641,-0.57295614,-0.645642662,-0.31596576,-0.511123965,-0.527130371,0.353767944
Amy2a2,-0.421647235,-0.483246005,-0.439049457,-0.516710313,-0.458713371,-0.629905409,-0.528734832,-0.556736828,-0.937812494,-0.525624443,-0.578166769
Psma2,-0.945682721,-1.425349325,-1.43836796,-1.196358872,-1.128952722,-1.526027893,-1.417121697,-1.43643738,-1.588185218,-0.929402559,-0.523786333
Katnal2,-1.354313354,-1.535165049,-1.419532913,-1.472474545,-1.410263718,-1.138610101,-0.864404421,-0.923400572,-1.08441286,-1.181574324,1.323948975
Mug1,2.102491749,2.183146159,2.188018105,2.237086902,2.161860009,2.137868178,2.104943986,1.993527089,2.117564546,2.107134296,-0.259706543
Amy1,-0.421647235,-0.483246005,-0.439049457,-0.516710313,-0.458713371,-0.629905409,-0.528734832,-0.556736828,-0.937812494,-0.525624443,-0.578166769
Bpifa2,-1.442291945,-2.16583122,-1.577911645,-1.40742809,-1.237483361,-1.729652182,-1.742531345,-1.230606424,-1.64350245,-1.637304304,-0.104841633
Colec11,-0.448535829,-0.470141975,-0.563983549,-0.418344679,-0.414437699,-0.581364415,-0.679301038,-0.503299605,-0.459925168,-0.465279402,-0.249746601
Angptl6,-0.912621279,-0.821072916,-0.847514426,-0.893748397,-0.641592287,-0.903325615,-0.51745461,-0.47857945,-0.894661917,-0.707325648,0.409847823
Cpn1,0.339934324,0.224964813,0.307374704,0.22966039,0.269167547,0.214094331,0.220790486,0.405464584,0.255359415,0.254998855,-0.007862042
Ces1c,0.99026762,0.936251229,0.966859287,0.894652078,0.852813332,1.028736045,1.00909735,1.0412446,1.049085582,1.049246585,0.365897238
Cpn2,0.829318627,0.76845338,0.753161413,0.76962137,0.793670629,0.605639967,0.603909924,0.722862567,0.612026567,0.590578466,-0.512660453
Mup19,0.323612983,0.220277931,0.276770079,0.187984388,0.258775059,-0.020472735,-0.033980375,0.197531453,0.042632916,-0.001351069,-0.717911575
Mup18,0.323612983,0.220277931,0.276770079,0.187984388,0.258775059,-0.020472735,-0.033980375,0.197531453,0.042632916,-0.001351069,-0.717911575
Mup17,-0.637267807,-0.324624182,-0.115383415,-0.718706487,-0.314457243,-0.638750027,-0.803846007,-0.874015916,-0.690294514,-0.996742791,-1.273361184
H2-Q10,0.788468747,0.696664459,0.763939113,0.699045142,0.685255462,0.929844445,0.816544558,0.946312831,0.92519241,0.882567796,0.586860266
Mup12,0.323612983,0.220277931,0.276770079,0.187984388,0.258775059,-0.020472735,-0.033980375,0.197531453,0.042632916,-0.001351069,-0.717911575
Emilin1,-1.46656199,-0.852545034,-0.929039891,-1.02602781,-0.783617703,-0.828954805,-0.92516689,-1.687458763,-1.0424553,-0.861899097,-0.216384858
Hba-a2,1.405065931,1.302183399,1.281388349,1.329268991,1.354752118,1.760464827,1.734073357,1.751658133,1.735238211,1.685869519,1.342679955
Tcn2,-1.536616574,-1.691983197,-1.730323153,-1.164753219,-1.835547411,-1.770033856,-1.72946087,-1.369516896,-1.748280766,-1.809351251,-0.308707762
Man2b1,-0.897750093,-0.888765491,-0.732719828,-1.14887742,-0.74995759,-0.84787811,-1.164592732,-0.497554673,-1.141706942,-0.802159587,-0.016848602
Cir1,-1.079414832,-1.125193827,-1.038093297,-1.240783544,-1.098898488,-1.169729555,-1.126959343,-0.880539993,-1.132858948,-1.080953622,0.124834136
