name,r1_1_1,r1_1_2,r1_1_3,r1_1_4,r1_1_5,r1_3_1,r1_3_2,r1_3_3,r1_3_4,r1_3_5,FoldCh
F12,28.27706,27.96014,28.62961,27.92122,28.05383,28.82651,28.77696,28.45732,28.55238,29.13186,0.580634
Cpb2,24.43052,23.78736,25.41203,24.11362,25.19069,24.28771,24.8189,24.46812,23.98494,23.93355,-0.2882
Clu,30.88081,30.44144,30.46791,30.39243,30.42031,31.69847,31.60867,31.84022,31.38072,31.60885,1.106806
C9,29.61045,29.24642,29.28531,29.33191,29.26403,28.44943,28.10849,28.32492,28.37778,28.23288,-1.048924
Serpind1,27.95249,27.55296,27.7145,27.55604,27.51382,26.72051,26.69432,26.78768,26.80452,26.34859,-0.986838
Tfrc,28.40673,27.30295,28.06671,26.81042,27.67694,24.0431,24.83374,24.52169,24.75384,24.62416,-3.097444
Ahsg,32.27481,31.88987,32.26495,31.50956,31.58567,33.64721,33.63201,33.43564,33.74314,33.73943,1.734514
Fetub,28.68335,28.35515,28.14822,28.22899,27.87156,28.60827,28.30774,28.60964,28.30509,28.58337,0.225368
Kng1,32.46354,32.17926,32.29844,31.88453,31.96158,31.97326,31.88325,31.97045,31.78258,31.72387,-0.290788
Hrg,30.74174,30.39703,30.3053,30.27609,30.51164,29.74586,29.65685,29.55815,29.79382,29.55927,-0.78357
Adipoq,29.8054,30.41488,30.21686,29.99564,30.11558,27.61161,27.95199,28.17869,27.63187,28.45411,-2.144018
Serping1,25.56288,25.46026,25.87462,24.21911,25.39248,25.24891,25.19937,24.95735,24.9842,24.94633,-0.234638
C3,36.36856,36.23676,36.11395,36.1177,36.08001,35.33877,35.39643,35.32724,35.2833,35.35212,-0.843824
Cfb,31.32625,30.9808,30.9465,30.88314,30.90333,31.32351,30.96959,30.93115,30.90842,30.70066,-0.041338
C2,27.99556,27.36244,27.99615,27.33552,27.26374,24.90596,25.21952,25.5268,25.34455,25.12436,-2.366444
Apom,24.51443,23.5566,23.34787,24.20195,23.92479,23.79064,23.7681,23.70588,23.86872,23.63788,-0.154884
Mbl2,29.47363,29.18811,29.30609,29.00892,29.53966,27.26607,27.61231,27.79977,27.70859,28.13951,-1.598032
Rbp4,28.4006,27.87203,27.83418,27.70121,28.07592,26.94927,27.94486,27.9831,27.77744,27.69039,-0.307776
Spp2,27.75487,28.2196,28.04396,28.22927,27.88873,27.46334,27.14472,27.80637,27.58334,27.20918,-0.585896
F13b,31.67522,31.19331,31.15237,31.04642,31.40274,32.19844,32.22081,32.09968,32.09751,32.10347,0.84997
C4bp,33.25237,32.76497,32.85175,32.59312,32.79715,31.80355,32.11533,31.9643,31.88569,31.96857,-0.904384
Pigr,26.44277,25.81184,25.52895,25.96351,25.42005,24.93872,24.8225,24.68929,24.61616,24.57254,-1.105582
Apcs,25.82721,25.74235,25.82505,25.77125,25.86387,27.02781,27.53282,27.32809,27.61723,27.6454,1.624324
Hc,33.80097,33.70203,33.86903,33.55202,33.58318,32.03032,31.96836,31.91695,31.84154,31.90372,-1.769268
Gsn,32.01551,32.67485,32.67459,32.89005,32.46521,31.48721,31.42056,31.28538,31.7864,31.46232,-1.055668
Fcna,31.26198,31.8049,27.62031,31.71108,31.33047,29.53688,29.5366,29.45629,29.05822,29.33524,-1.361102
Cat,25.98954,28.21956,28.67684,28.39954,26.6599,24.8003,25.73977,26.34641,25.62945,25.66131,-1.953628
F2,31.88041,31.55096,31.63348,31.60673,31.4886,31.215,30.89432,30.83763,30.95954,30.79676,-0.691386
Car2,26.05928,26.12631,26.32402,25.98446,23.74909,24.81627,24.36966,23.84613,24.20083,22.05486,-1.791082
Bche,21.90514,22.82074,23.07063,22.40802,20.82058,21.90998,21.18024,20.65779,22.84843,20.13097,-0.85954
Ambp,29.27026,28.94397,28.65854,29.01193,28.95396,28.27493,28.50567,28.27307,28.24636,28.54878,-0.59797
Orm1,23.30354,22.41887,22.85291,22.0459,22.90947,26.36033,28.46696,28.95649,28.39088,28.56027,5.440848
Vcp,24.27355,23.54828,25.32893,25.01278,24.42143,24.42163,23.80971,24.29271,23.63964,24.04502,-0.475252
Hgfac,25.81565,27.85442,27.66675,25.98644,26.80637,27.72306,26.96873,27.14131,27.15287,27.49343,0.469954
Alb,37.59502,37.62711,37.54797,37.66541,37.41832,38.75925,38.48832,38.51511,38.55664,38.58438,1.009974
Pf4,25.33579,25.38617,24.67632,24.22626,24.0554,21.60035,24.95691,24.23383,26.66302,26.44875,0.044584
C8b,33.04741,33.03151,32.95712,32.94658,32.88296,31.19601,31.35899,31.40263,31.30634,31.44391,-1.63154
Igsf10,29.8034,29.54514,28.87596,29.6493,29.60229,31.67754,32.11436,32.03217,31.75633,32.01162,2.423186
Acta1,29.07743,29.4847,29.52113,28.57246,28.44427,27.16806,26.88122,26.49415,27.35842,26.64513,-2.110602
Ecm1,28.75156,28.78069,28.70032,28.61077,28.668,27.11366,27.44,27.87929,27.61786,27.42246,-1.207614
Actg1,29.07743,29.4847,29.52113,28.57246,28.44427,27.16806,26.88122,26.49415,27.35842,26.64513,-2.110602
Mst1,24.91242,24.48093,25.0571,24.59474,24.59986,24.02013,23.81861,20.42189,22.74938,24.17333,-1.692342
Mmrn1,22.25281,27.15682,26.14847,25.59366,26.73428,25.03708,23.70076,25.36513,26.88075,24.6712,-0.446224
Gpx3,29.38482,29.3652,29.36626,28.95521,29.56142,27.88361,27.53334,27.56296,27.96999,27.29404,-1.677794
Aldoa,23.4716,24.08497,24.0535,23.89791,23.98329,24.46351,24.1529,23.31179,24.21074,21.51089,-0.368288
Gpx1,28.15166,28.21891,28.64997,27.99852,27.88174,27.4691,27.35187,27.41167,27.43134,27.53297,-0.74077
Apoc2,25.81103,25.43049,25.15623,25.76471,25.24071,27.68646,27.94095,27.89105,27.88594,27.33134,2.266514
Grn,25.37249,25.80848,26.00455,25.79258,25.93935,25.94418,26.21766,26.31862,25.83846,26.24846,0.329986
Reln,24.94913,25.89804,26.37426,25.15545,25.27899,24.66926,24.38212,24.65578,24.15314,24.54433,-1.050248
Igfals,28.17174,27.33219,27.46817,27.46217,27.19704,25.51953,25.44161,26.15027,25.86507,25.66631,-1.797704
Acta2,29.07743,29.4847,29.52113,28.57246,28.44427,27.16806,26.88122,26.49415,27.35842,26.64513,-2.110602
F13a1,32.05342,32.05876,32.33666,31.92483,32.01837,31.02287,31.03879,30.9506,30.98012,31.10149,-1.059634
Hspa1a,23.31354,25.97248,24.79665,26.13061,25.82265,23.15618,22.85986,24.96455,22.94887,23.63356,-1.694582
Mbl1,31.02499,31.17212,31.26997,31.19102,31.07788,29.77784,29.27802,29.46696,29.57418,29.53614,-1.620568
C1qb,31.6288,31.17962,31.18074,31.0399,31.2049,30.54269,31.04622,31.28019,30.83899,31.04186,-0.296802
Sepp1,26.67963,25.98327,26.03574,26.21343,24.57213,26.4183,25.4698,26.44055,25.99992,26.47352,0.263578
C1qc,30.33947,30.07163,30.72363,30.34488,30.42672,28.4883,28.28621,28.89461,28.5618,28.61523,-1.812036
C4b,33.76979,33.36489,33.36071,33.3395,33.26136,32.5001,32.36398,32.43333,32.28755,32.36489,-1.02928
Fbln1,27.34562,28.56616,28.26616,28.21192,28.6024,25.44101,25.9903,25.52019,25.04431,25.98895,-2.6015
Serpina6,21.4999,21.81634,22.42158,22.39552,22.29609,25.49695,25.04502,25.08054,25.04235,26.29434,3.305954
Tgm2,22.47633,22.47003,22.48015,24.30366,22.07582,21.84733,23.21185,22.65618,22.1328,21.50403,-0.49076
Pglyrp2,24.91771,24.51467,24.62076,24.39963,23.90931,24.04668,23.993,24.36319,24.78696,25.15112,-0.004226
Serpina10,26.98707,26.19865,26.55339,26.03204,25.9104,25.32117,25.23484,24.57687,24.8291,24.79064,-1.385786
Itih2,31.648,31.0932,31.37046,31.14011,31.10212,30.91435,31.07909,31.05478,31.03085,30.99746,-0.255472
Igj,31.27175,31.46202,31.51916,31.13651,31.20326,30.37181,30.23797,30.18423,30.23854,30.2824,-1.05555
Apoc1,29.05662,28.8154,28.9579,29.00019,28.88291,30.36838,30.49333,30.63824,30.49467,30.42892,1.542104
Lum,25.47571,25.20713,25.1332,25.31341,25.405,26.009,25.7312,25.59764,24.78277,25.88995,0.295222
Proz,26.60894,25.38341,24.87774,25.16073,23.51171,28.72761,28.69345,28.55069,28.70675,28.721,3.571394
Lcat,24.63522,25.25458,20.79382,22.4175,21.77635,25.65472,25.76448,25.62199,25.76274,22.15734,2.01676
Saa2,24.4776,23.19303,23.21544,23.08107,22.91231,27.09305,26.96939,26.89735,27.03412,26.77894,3.57868
Serpina3k,32.33711,32.29071,32.37005,32.33226,32.27039,34.37639,34.64823,34.37768,34.57852,34.64849,2.205758
Actb,29.07743,29.4847,29.52113,28.57246,28.44427,27.16806,26.88122,26.49415,27.35842,26.64513,-2.110602
Postn,24.46787,22.80931,22.41333,22.65844,22.69307,23.40899,23.88772,25.37782,25.16273,25.34716,1.62848
Itih1,31.72838,31.32432,31.65023,31.57745,31.49023,30.98685,30.71408,30.63599,30.75653,30.77211,-0.78101
Azgp1,28.95662,28.09763,28.97836,27.37094,27.87496,27.29667,28.19061,29.00338,28.82314,28.02274,0.011606
Saa1,20.31912,21.73835,21.91998,22.35049,21.30206,27.45293,27.89897,27.71168,27.51473,27.82001,6.153664
Hspa1b,23.31354,25.97248,24.79665,26.13061,25.82265,23.15618,22.85986,24.96455,22.94887,23.63356,-1.694582
F5,26.78257,26.34641,26.43736,26.20738,26.37746,24.63439,24.31299,24.36339,25.00363,24.45958,-1.87544
Gapdh,23.98876,23.92705,24.28093,24.10965,23.87145,26.7929,25.49677,25.45717,24.80361,25.23056,1.520634
C8a,32.5374,32.55364,32.7222,32.47808,32.49195,31.06599,30.81245,30.70932,30.90347,30.91342,-1.675724
Afm,29.06907,28.63647,28.90693,28.95615,28.74073,29.21343,29.56584,29.3083,29.6704,29.68572,0.626868
Apoc3,28.47046,27.18433,28.04672,28.08998,28.23923,30.5601,29.8566,29.99994,29.86893,29.6328,1.97753
Thbs1,25.951,26.23374,26.32872,25.92522,26.22395,24.59923,24.76289,25.05092,25.08464,24.87516,-1.257958
Masp1,26.87079,26.14453,25.62547,26.61372,26.10945,23.78875,24.80872,24.38113,24.27916,24.71335,-1.87857
Masp2,27.81287,27.44332,27.48616,27.63166,27.32234,27.19995,26.6238,26.97989,27.12514,26.72715,-0.608084
Fgb,36.27098,35.94567,36.01095,36.00481,35.91981,37.11177,37.06407,37.10641,37.06055,37.0472,1.047556
F10,26.50142,26.84912,26.96036,26.80218,26.48979,28.45293,28.43309,28.58459,28.08396,28.3993,1.6702
Fga,36.42384,36.30864,36.50331,36.2294,36.27872,36.77571,36.71919,36.69773,36.8082,36.87303,0.42599
C8g,31.6032,31.10131,31.2194,31.27636,31.3687,29.25492,29.09295,28.87719,29.28991,29.28569,-2.153662
Serpina1c,20.37891,22.35022,22.2398,20.70928,21.71032,26.67627,25.09905,27.75945,28.2425,21.50213,4.378174
Orm2,23.30354,22.41887,22.85291,22.0459,22.90947,26.36033,28.46696,28.95649,28.39088,28.56027,5.440848
Serpina1d,29.26537,28.99183,29.04984,28.40503,28.64293,30.76509,30.67143,31.0584,31.0177,31.50782,2.133088
Cfd,24.53938,25.02644,25.90773,24.85234,25.22648,27.46272,26.6811,27.04072,26.95249,27.16643,1.950218
Fgg,36.80869,37.11749,37.16339,36.81895,36.82086,37.06075,37.03568,37.15332,36.90522,37.05126,0.09537
Apoa4,30.47344,30.52328,30.72338,30.05427,30.17462,31.71918,31.73739,31.56311,31.517,31.67712,1.252962
F7,25.23867,26.69856,26.09122,25.73856,25.72967,21.22624,22.1869,20.91121,21.517,22.88543,-4.15398
Vwf,31.09365,30.90038,31.04035,30.82661,30.89937,31.86931,31.9664,31.92589,31.762,31.85853,0.924354
C1qa,29.1046,29.88081,28.9627,29.64721,29.17362,28.67,28.8896,29.20492,29.0379,28.19512,-0.55428
Cfi,30.64873,30.55646,30.73675,30.71457,30.63417,29.89764,30.03407,30.01969,29.83106,29.97528,-0.706588
Serpina1e,30.17855,30.07099,30.65156,30.58611,30.76097,33.39803,33.66797,33.60234,33.87592,33.08385,3.075986
Serpina1a,29.30236,29.33658,28.50021,28.69952,28.25314,31.71584,31.77498,31.64847,31.39979,31.3638,2.762214
Serpina1b,32.34992,32.01432,32.13231,32.07658,32.05006,34.13109,34.31311,34.24743,34.18984,34.36098,2.123852
Fn1,36.36315,36.33842,36.45424,36.27534,36.14811,35.21317,35.24044,35.27777,35.3381,35.33288,-1.03538
Apob,25.13665,24.74935,24.47265,24.69641,24.79942,23.8374,24.56987,23.99066,24.06308,25.08302,-0.46209
B2m,30.30704,29.35243,27.92937,29.46546,29.58072,30.16579,29.87814,30.09798,29.93677,29.37733,0.564198
Trf,36.70032,36.57978,36.65411,36.48203,36.64219,36.3728,36.19164,36.21558,36.23435,36.19806,-0.3692
C1s1,27.04009,27.04354,27.15045,27.03454,27.18414,26.47613,26.65376,26.42177,26.30887,25.87591,-0.743264
C1ra,27.33339,27.38837,27.2141,27.46505,26.75073,27.24581,26.95494,26.45731,26.93236,26.62296,-0.387652
C1s2,22.12237,20.51316,20.98475,21.74061,21.62475,21.60747,21.91853,21.76596,19.66092,21.40536,-0.12548
Gc,31.66953,31.63629,31.80085,31.52706,31.47663,32.19856,32.0909,32.19554,32.30664,32.34765,0.605786
Serpina3m,27.98,23.74684,23.72307,29.65915,21.97148,27.17646,27.68023,27.07898,27.24554,26.85745,1.791624
Cfh,33.07823,32.98111,33.12027,32.80394,32.79877,32.36557,32.19844,32.33801,32.23906,32.45917,-0.636414
Crp,27.46443,26.82687,27.05009,26.72546,26.80759,25.3131,25.18492,25.2851,25.72793,25.44661,-1.583356
Hpx,34.18305,33.60631,33.6345,33.77814,33.70934,33.84941,33.60156,33.58654,33.58206,33.833,-0.091754
Ttr,27.32088,28.17241,27.52388,27.54185,27.36561,28.25332,29.07278,28.44063,29.21,29.14962,1.240344
Cp,33.97937,33.72456,33.78819,33.43104,33.73782,33.09528,33.05195,33.08585,32.94725,33.11378,-0.673374
Serpinf2,31.71473,31.64972,30.88008,30.96231,31.23106,31.31214,31.17872,31.4512,31.15804,31.25586,-0.016388
Apoe,31.79977,31.20833,31.3294,31.18689,31.32684,31.64513,31.44618,31.73723,31.53055,31.74835,0.251242
Serpinc1,30.22527,29.92337,29.93677,29.51032,29.49861,30.33607,30.23717,30.33127,30.35815,30.26863,0.48739
Hp,31.38499,29.79231,30.09144,30.5389,30.69661,32.32467,31.78807,31.63179,31.60276,31.54222,1.277052
Klkb1,30.16531,29.95685,30.10375,29.82139,29.63461,29.41222,29.48205,29.45531,29.36311,29.34769,-0.524306
Apoa1,33.69737,33.70234,33.716,33.27184,33.39624,35.58852,35.38763,35.36179,35.58009,35.47949,1.922746
Lrp1,24.87727,25.66253,24.79476,24.44727,24.51887,24.29593,24.81953,25.26935,25.08327,24.50306,-0.065912
Hspa5,23.31354,25.97248,24.79665,26.13061,25.82265,23.15618,22.85986,24.96455,22.94887,23.63356,-1.694582
Hspa1l,23.31354,25.97248,24.79665,26.13061,25.82265,23.15618,22.85986,24.96455,22.94887,23.63356,-1.694582
Psmb1,27.18386,25.78457,25.79741,26.81995,26.1419,23.06392,24.51008,23.94494,23.73107,20.66666,-3.162204
Tns4,26.50064,27.75417,27.58355,27.64196,28.0502,21.50543,21.69622,27.46131,28.09848,26.63603,-2.42661
Efemp1,27.71973,28.17212,28.44747,28.13648,27.83183,26.65431,26.90173,26.86691,26.93146,26.95082,-1.20048
Psma6,27.33424,27.7179,27.88058,27.37194,27.47018,26.06203,25.88171,25.77407,26.13649,26.25575,-1.532958
Thbs4,25.70137,29.66446,28.28039,28.7498,26.5234,21.2083,23.63967,28.07862,27.12288,21.40834,-3.492322
Psmb5,25.01159,26.11064,25.68413,26.8381,26.2146,22.4908,24.5099,24.15332,23.46899,24.7398,-2.09925
Ywhaz,22.58733,23.51099,23.15129,23.20413,24.10788,21.88664,22.29914,21.4868,22.88984,21.59019,-1.281802
Hbb-bs,32.03348,31.84846,32.06278,31.88754,31.83628,31.74101,31.32598,31.35862,31.35825,31.22395,-0.532146
Psmb8,27.14647,26.34934,27.16672,26.58549,22.94035,19.72342,22.81728,24.8931,22.65792,24.14001,-3.191328
Psma7,28.4696,28.5423,28.36236,27.61744,27.91536,26.06217,26.75468,26.23911,26.11351,26.88879,-1.76976
Psma1,28.54252,27.52171,28.12041,27.83689,27.91764,22.72449,25.1195,25.13183,24.53528,24.07455,-3.670704
Spata5,22.73591,22.24841,22.6385,22.46306,22.40265,21.57306,22.38563,21.79343,21.70147,21.3207,-0.742848
Mad2l1,23.18255,22.76486,20.52243,22.02273,21.65931,28.34299,28.56012,27.90139,28.3382,27.72254,6.142672
Psma5,27.19291,26.89389,27.15016,26.97509,26.75812,26.14344,26.42166,26.27145,25.88437,26.7888,-0.69209
Psma4,25.38113,24.70978,24.89795,24.50688,24.18639,23.87155,24.40406,23.93903,25.87526,23.41635,-0.435176
Hspa2,23.31354,25.97248,24.79665,26.13061,25.82265,23.15618,22.85986,24.96455,22.94887,23.63356,-1.694582
Fap,22.10764,22.57957,22.55178,22.00027,21.85514,23.79629,22.29897,22.52509,21.68169,21.50734,0.142996
Mfap4,21.50158,21.75942,21.45363,22.45865,21.65521,22.35222,22.40778,20.34937,23.38477,21.76631,0.286392
Pkm,29.27782,28.3758,28.93247,28.2833,28.54499,26.46226,26.61077,26.01129,26.97607,26.83376,-2.104046
Loxl1,24.53819,26.8629,26.96345,27.11018,20.37939,21.12392,24.74445,24.02808,22.52718,22.95727,-2.094642
Psmb3,20.60679,23.57068,22.56428,23.89745,23.78925,23.22372,21.73983,21.61311,21.63037,21.45924,-0.952436
Psma3,27.9034,28.1377,28.64578,28.07837,28.29505,25.3133,24.48223,25.53234,21.92642,25.37229,-3.686744
Ubtfl1,27.78044,28.77709,28.68057,28.85505,28.77011,30.75693,29.96733,30.44678,30.12792,30.43788,1.774716
Ces3a,25.76177,25.98724,26.12323,25.94822,26.29372,25.26946,25.55336,25.50797,25.45617,25.7662,-0.512204
Actg2,29.07743,29.4847,29.52113,28.57246,28.44427,27.16806,26.88122,26.49415,27.35842,26.64513,-2.110602
Actc1,29.07743,29.4847,29.52113,28.57246,28.44427,27.16806,26.88122,26.49415,27.35842,26.64513,-2.110602
Pzp,38.28735,38.00864,37.90561,37.95139,37.93006,37.09152,36.89859,36.9088,36.92968,37.01203,-1.048486
Lifr,28.13726,28.36227,28.36632,28.51073,28.15141,28.12918,28.61231,28.97826,28.69352,28.35506,0.248068
Rpl13,23.49976,23.71665,22.92478,21.85847,22.58449,22.75642,22.02341,23.86256,21.95119,23.33897,-0.13032
Psmb4,24.65802,24.11862,24.4051,24.18321,24.12195,22.25669,21.36535,22.57801,21.95645,21.74913,-2.316254
Psmd2,21.11195,22.21933,21.80998,22.94263,21.59736,23.09394,21.0101,22.61072,23.19962,21.87418,0.421462
Psmb6,25.97708,27.98066,27.83629,27.78375,27.80144,26.72078,26.85816,27.07357,27.0747,27.21873,-0.486656
Ric8,24.98742,25.62845,26.75735,21.46867,27.08142,26.30848,23.71973,26.73841,26.29325,27.59427,0.946166
Cps1,24.52461,22.27075,21.57565,22.42345,24.06336,20.57273,21.9833,21.41559,23.49292,20.29879,-1.418898
Psmc2,21.91576,21.31746,22.25681,21.60821,21.38542,20.3057,22.93625,22.99343,22.18869,22.56783,0.501648
Ica,31.85938,31.85768,31.9566,31.88969,31.81,31.02062,30.88562,30.90074,30.89041,30.89973,-0.955246
Qsox1,27.78967,27.35674,27.02295,27.74233,27.26284,27.03444,25.98687,26.30786,27.09154,26.51706,-0.847352
Lap3,26.94503,27.07674,27.06445,27.23462,26.64842,21.81635,25.79679,25.87558,25.81902,25.48656,-2.034992
Pltp,23.9419,25.6413,24.46886,25.46911,25.50664,24.81744,24.11074,25.83497,25.33487,25.09208,0.032458
Rpl7,21.78692,19.86979,23.6871,22.76606,23.32237,22.34755,22.9801,22.50452,23.93373,23.86127,0.838986
Il1rap,25.91098,25.51189,25.29971,25.80747,25.41209,25.85709,25.05466,25.31105,25.82508,25.11211,-0.15643
Amy2a2,26.34398,26.18507,26.32565,25.99936,26.02848,24.6053,24.37358,24.18306,23.98029,23.66014,-2.016034
Psma2,24.31672,22.65938,22.56767,23.48468,23.47457,23.45839,23.02142,22.38905,23.40691,22.92074,-0.261302
Katnal2,22.73591,22.24841,22.6385,22.46306,22.40265,21.57306,22.38563,21.79343,21.70147,21.3207,-0.742848
Mug1,36.10875,36.16367,36.20485,36.18833,36.01403,35.39484,35.34919,35.36633,35.28664,35.39723,-0.77708
Amy1,26.34398,26.18507,26.32565,25.99936,26.02848,24.6053,24.37358,24.18306,23.98029,23.66014,-2.016034
Bpifa2,22.39556,19.88823,22.04291,22.70373,23.06102,24.48112,25.17756,24.16928,25.07357,25.64323,2.890662
Colec11,26.23996,26.23411,25.85583,26.36331,26.19719,25.03103,25.90392,21.74199,26.12843,20.23665,-2.369676
Angptl6,24.44462,24.9208,24.7896,24.60433,25.33163,25.32742,25.5513,26.05418,25.58749,26.08792,0.903466
Cpn1,29.2902,28.83545,29.13261,28.76091,28.80203,27.76218,27.78793,27.59498,27.21058,27.41329,-1.410448
Ces1c,31.80605,31.49734,31.61263,31.22136,31.02598,31.39698,31.571,31.40588,31.4863,31.57488,0.054336
Cpn2,31.18341,30.86938,30.80901,30.75875,30.80062,29.5132,29.46439,29.65852,29.55972,29.73114,-1.29884
Mup19,29.22706,28.81791,29.01752,28.60671,28.76243,28.71394,28.51766,28.40215,28.09854,28.99868,-0.340132
Mup18,29.22706,28.81791,29.01752,28.60671,28.76243,28.71394,28.51766,28.40215,28.09854,28.99868,-0.340132
Mup17,25.50984,26.77869,27.54281,25.25198,26.57816,26.49325,27.31812,27.4342,28.56231,27.50544,1.130368
H2-Q10,31.02538,30.60072,30.84954,30.49762,30.38751,30.80432,30.53027,30.74511,30.58951,30.40243,-0.057826
Mup12,29.22706,28.81791,29.01752,28.60671,28.76243,28.71394,28.51766,28.40215,28.09854,28.99868,-0.340132
Emilin1,22.30167,24.80302,24.48302,24.1149,24.79045,23.48001,24.19841,24.02943,21.62717,23.89291,-0.653026
Hba-a2,33.41072,32.86679,32.79543,32.82943,32.93859,33.38046,33.20462,33.11107,32.9029,32.98544,0.148706
Tcn2,22.03066,21.66154,21.46976,23.60162,20.78213,20.76943,21.30773,21.59819,21.01842,20.75849,-0.81869
Man2b1,24.50215,24.66747,25.22129,23.66036,24.91871,24.30612,23.4706,22.92673,22.96932,23.23547,-1.212348
Cir1,23.79937,23.78267,24.07292,23.32031,23.58909,22.46869,23.74781,20.73505,23.05601,22.44888,-1.221584
