name,r1_1_1_norm,r1_1_2_norm,r1_1_3_norm,r1_1_4_norm,r1_1_5_norm,r1_3_1_norm,r1_3_2_norm,r1_3_3_norm,r1_3_4_norm,r1_3_5_norm,FoldCh_norm
Orm1,-1.207584142,-1.489616254,-1.362517207,-1.585221373,-1.277255622,-0.294850834,0.201805088,0.305839928,0.159211842,0.233091155,3.230665876
Vcp,-0.956841927,-1.187825424,-0.7040963,-0.783355642,-0.880462042,-0.773512014,-1.00833989,-0.905568094,-1.079576928,-0.898643393,-0.133963251
Hgfac,-0.558217615,-0.037177242,-0.082425407,-0.520202232,-0.254566596,0.041604497,-0.187496648,-0.165649639,-0.163573975,-0.034309251,0.403598257
Alb,2.486684315,2.574193495,2.545179311,2.636300835,2.530397044,2.76641789,2.805766328,2.788673369,2.809726093,2.745605767,0.710720689
Pf4,-0.682258768,-0.696720911,-0.877637737,-0.995930277,-0.976521696,-1.470080443,-0.710250177,-0.920862062,-0.291292355,-0.296155317,0.161680052
C8b,1.311152307,1.346198403,1.324384802,1.3609314,1.340152773,0.899068954,0.953273355,0.94122016,0.919358479,0.955867306,-0.791572197
Igsf10,0.472593683,0.414601821,0.239126577,0.469767673,0.479185027,1.017957755,1.149549529,1.104741983,1.036684179,1.0981622,1.514448527
Acta1,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,-0.095423901,-0.210235343,-0.333748223,-0.109981011,-0.246933229,-1.064026341
Ecm1,0.200698866,0.210332336,0.192420554,0.189081694,0.233993175,-0.108855153,-0.065041331,0.026039268,-0.042337331,-0.05209768,-0.55047523
Actg1,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,-0.095423901,-0.210235343,-0.333748223,-0.109981011,-0.246933229,-1.064026341
Mst1,-0.791697569,-0.93861104,-0.776381078,-0.896340309,-0.833635487,-0.872641566,-1.006027304,-1.911006257,-1.311694036,-0.866482857,-0.826151765
Mmrn1,-1.479192029,-0.223583669,-0.486164995,-0.626359819,-0.273485647,-0.621558631,-1.036649579,-0.62700903,-0.234523706,-0.74169316,-0.117454326
Gpx3,0.36439307,0.366519865,0.369506692,0.282174314,0.468459245,0.081243973,-0.040787763,-0.05612685,0.049473373,-0.084285787,-0.817877966
Aldoa,-1.164141562,-1.044415927,-1.043257445,-1.084674215,-0.995445996,-0.763171925,-0.919165022,-1.160360206,-0.930674269,-1.533815857,-0.073130238
Gpx1,0.045628037,0.060218513,0.179031529,0.023607427,0.027649806,-0.021097723,-0.087941128,-0.095424141,-0.090968611,-0.024398663,-0.284969759
Apoc2,-0.559411859,-0.684878117,-0.750020522,-0.580129728,-0.665453019,0.032568029,0.06512607,0.029093906,0.027559052,-0.074936648,1.425345372
Grn,-0.672772021,-0.583875013,-0.524436066,-0.572597236,-0.482104341,-0.397597442,-0.382655505,-0.379341808,-0.506279531,-0.346357435,0.323995071
Reln,-0.782208237,-0.559943592,-0.426123131,-0.744795881,-0.655406947,-0.712372658,-0.859604244,-0.811261349,-0.945692293,-0.773492764,-0.460977381
Igfals,0.050818606,-0.176722867,-0.135231614,-0.121353166,-0.152040506,-0.502442684,-0.584305194,-0.423070402,-0.499341517,-0.492271674,-0.886073682
Acta2,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,-0.095423901,-0.210235343,-0.333748223,-0.109981011,-0.246933229,-1.064026341
F13a1,1.054211396,1.086268856,1.159392663,1.084780592,1.113252748,0.856321032,0.870072233,0.823806224,0.834303278,0.870040708,-0.466315426
Hspa1a,-1.204999197,-0.540052401,-0.845639697,-0.481237062,-0.512730688,-1.085949105,-1.255149962,-0.731058926,-1.259681094,-1.00177467,-0.827425707
Mbl1,0.788367934,0.849348852,0.875739462,0.886452014,0.866433789,0.548925598,0.412551814,0.438433544,0.467733145,0.47769019,-0.785332156
C1qb,0.944449476,0.851352935,0.852011505,0.845608451,0.899768481,0.737765544,0.872002853,0.909416602,0.797506514,0.855094619,-0.032474421
Sepp1,-0.334883568,-0.537169194,-0.516142051,-0.458853104,-0.840912853,-0.280538156,-0.576980273,-0.347670722,-0.464182134,-0.289946787,0.286227235
C1qc,0.61116481,0.555285766,0.730457244,0.657763738,0.6955456,0.230540733,0.154838809,0.289766715,0.203775741,0.246866723,-0.894224637
C4b,1.497883538,1.435281222,1.431707075,1.467126826,1.439458766,1.221046185,1.214411065,1.208942533,1.175188942,1.186708319,-0.449052372
Fbln1,-0.16272884,0.15300755,0.076969135,0.081283554,0.216777337,-0.521829116,-0.441732979,-0.586732488,-0.71333792,-0.411402877,-1.343211904
Serpina6,-1.673815096,-1.650618927,-1.477216075,-1.490728742,-1.438228958,-0.508017641,-0.687355577,-0.700930743,-0.71384895,-0.334857743,2.016500035
Tgm2,-1.421413347,-1.475945737,-1.461641196,-0.975011195,-1.496035859,-1.409101571,-1.163688492,-1.330653662,-1.472454675,-1.535535297,-0.142783026
Pglyrp2,-0.790330133,-0.929595339,-0.8924122,-0.949073154,-1.014861053,-0.866086424,-0.960713614,-0.887261047,-0.780436676,-0.621402579,0.133920625
Serpina10,-0.25541203,-0.479617279,-0.37848905,-0.507877811,-0.489701879,-0.551417374,-0.638032539,-0.831758072,-0.769449531,-0.711755864,-0.651805955
Itih2,0.94941257,0.828260556,0.902461669,0.872692446,0.872795251,0.82952766,0.88054383,0.850866782,0.84753009,0.843965885,-0.008969051
Igj,0.852154028,0.926813335,0.942003833,0.871719466,0.899338085,0.695575611,0.661986281,0.624743068,0.640951443,0.664738133,-0.463992756
Apoc1,0.279555187,0.219607231,0.260915985,0.294331166,0.290393416,0.694728751,0.728339305,0.742671306,0.707732108,0.701462954,1.013355888
Lum,-0.646090223,-0.744562377,-0.756144638,-0.702103655,-0.622337316,-0.381593513,-0.509057809,-0.566614998,-0.781529132,-0.436216945,0.304223943
Proz,-0.353156542,-0.697458414,-0.82407632,-0.743368842,-1.119205829,0.289625897,0.2606565,0.200434147,0.241568492,0.273377672,2.167462181
Lcat,-0.863352234,-0.731883213,-1.910068481,-1.484788155,-1.574627735,-0.469064542,-0.500410297,-0.560290131,-0.526021974,-1.371785007,1.283304233
Saa2,-0.904096132,-1.282752149,-1.266113571,-1.305443509,-1.276510302,-0.113943721,-0.187325153,-0.229017787,-0.194535611,-0.213394134,2.171605906
Serpina3k,1.12754369,1.148248459,1.1682717,1.194897669,1.17939201,1.68429846,1.807953105,1.713983763,1.772512569,1.759086152,1.390791965
Actb,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,-0.095423901,-0.210235343,-0.333748223,-0.109981011,-0.246933229,-1.064026341
Postn,-0.906611283,-1.385286372,-1.479409907,-1.419668727,-1.334046893,-1.023530819,-0.988069686,-0.623712826,-0.682462324,-0.572265712,1.062480008
Itih1,0.970190355,0.890018374,0.976857843,0.990893371,0.974649504,0.847427766,0.785699229,0.742086872,0.776006754,0.78748255,-0.30785522
Azgp1,0.253705741,0.027811157,0.266356689,-0.146010116,0.025870486,-0.063670347,0.129997999,0.318019517,0.271914807,0.098360792,0.142924666
Saa1,-1.979040189,-1.671458716,-1.610601075,-1.502899107,-1.699098771,-0.025090064,0.05421794,-0.017497112,-0.069226372,0.047547095,3.636061572
Hspa1b,-1.204999197,-0.540052401,-0.845639697,-0.481237062,-0.512730688,-1.085949105,-1.255149962,-0.731058926,-1.259681094,-1.00177467,-0.827425707
F5,-0.308274148,-0.440134174,-0.409343639,-0.460488251,-0.36712826,-0.720981992,-0.87756706,-0.887209097,-0.723944399,-0.79473511,-0.930284025
Gapdh,-1.030458565,-1.086613895,-0.982779474,-1.02744674,-1.024796901,-0.18805016,-0.569972358,-0.603101814,-0.776095528,-0.60149117,1.00114538
C8a,1.179317546,1.218506259,1.261915097,1.234308788,1.237537454,0.866967275,0.811259798,0.761134201,0.814318357,0.822901498,-0.816700707
Afm,0.282773443,0.171795158,0.247362091,0.28242837,0.253080186,0.40957389,0.48733928,0.397221909,0.492820544,0.515181991,0.492839043
Apoc3,0.128036072,-0.216232693,0.018615857,0.048326539,0.121468252,0.742064038,0.562890679,0.57687409,0.544583186,0.501917744,1.260993183
Thbs1,-0.523230389,-0.470240843,-0.438233085,-0.536748307,-0.407414896,-0.729662926,-0.760664547,-0.708624482,-0.702822697,-0.690571167,-0.57910708
Masp1,-0.285469766,-0.494078741,-0.625240663,-0.350665771,-0.437463882,-0.929768829,-0.74875603,-0.882601166,-0.912835152,-0.731128383,-0.932064132
Masp2,-0.041947302,-0.147027704,-0.13044773,-0.0755447,-0.119157205,-0.087550323,-0.27712364,-0.207578178,-0.170804006,-0.22637515,-0.209508022
Fgb,2.144427305,2.124894151,2.1364564,2.187486514,2.137133236,2.35965835,2.435687637,2.422766213,2.419651188,2.36031598,0.732094481
F10,-0.380949866,-0.305804508,-0.270267971,-0.299730237,-0.337648762,0.22180795,0.19300427,0.209239608,0.079188722,0.192744483,1.08620718
Fga,2.183940769,2.221883745,2.267384307,2.248186989,2.231324341,2.276685803,2.346073637,2.316612357,2.353856081,2.316660766,0.378594867
C8g,0.937832018,0.830427638,0.862291936,0.909517059,0.942755589,0.419817688,0.364463021,0.285241903,0.393615549,0.414915611,-1.088515604
Serpina1c,-1.963584805,-1.507960292,-1.525554841,-1.946472847,-1.591956421,-0.216845875,-0.673316362,-0.005088945,0.120524789,-1.536011527,2.626297476
Orm2,-1.207584142,-1.489616254,-1.362517207,-1.585221373,-1.277255622,-0.294850834,0.201805088,0.305839928,0.159211842,0.233091155,3.230665876
Serpina1d,0.333515906,0.266751276,0.285364583,0.133475854,0.22741389,0.792675662,0.774617006,0.85180707,0.844101496,0.971886165,1.349462779
Cfd,-0.888126344,-0.792844741,-0.550182349,-0.826718143,-0.669187491,-0.022672932,-0.262234744,-0.191777701,-0.215818966,-0.11627087,1.245460188
Fgg,2.283422363,2.438017401,2.44291216,2.407526073,2.373601697,2.347061613,2.428310748,2.434950996,2.379152064,2.361333607,0.190563278
Apoa4,0.645795313,0.675971636,0.730390764,0.579219881,0.629385343,1.028238588,1.051597228,0.982904536,0.974283771,1.014320728,0.848913841
F7,-0.70736375,-0.346035804,-0.501388861,-0.587197351,-0.537132039,-1.562447459,-1.430012631,-1.783906314,-1.633011946,-1.189291323,-2.226144821
Vwf,0.806116164,0.776736922,0.814679128,0.787962054,0.819586239,1.065305387,1.111103439,1.077135954,1.038162516,1.059790627,0.662026525
C1qa,0.291957751,0.504296554,0.262192396,0.469202804,0.366686348,0.275402102,0.311624332,0.37036915,0.32790909,0.141567348,-0.178908386
Cfi,0.691106808,0.684837698,0.733946102,0.757680736,0.749988064,0.57850398,0.60900468,0.582004115,0.534709357,0.58775938,-0.265529629
Serpina1e,0.569567881,0.555114751,0.711292457,0.722961546,0.783265019,1.442743319,1.553241265,1.512590667,1.589323972,1.366913594,1.885711672
Serpina1a,0.343077617,0.358872285,0.139207491,0.213068368,0.125118744,1.027413949,1.061364655,1.005076635,0.943723658,0.935787962,1.707261948
Serpina1b,1.130855004,1.074393997,1.105052103,1.125794426,1.121569363,1.623734377,1.720875155,1.680151572,1.671172199,1.68702259,1.344210043
Fn1,2.16825274,2.22984129,2.254335659,2.260603302,2.197047502,1.89089778,1.961833605,1.947780436,1.970557537,1.930626556,-0.45252159
Apob,-0.733735355,-0.866886251,-0.931797472,-0.868861716,-0.781263648,-0.91775724,-0.810819077,-0.984025009,-0.969173598,-0.63847165,-0.126477704
B2m,0.602781834,0.36310758,-0.012589744,0.420080798,0.473524271,0.644709682,0.568487657,0.602339794,0.56227108,0.437884916,0.457197099
Trf,2.255409318,2.294335348,2.307484901,2.316465901,2.326712157,2.177208124,2.208994463,2.191374807,2.204236416,2.147481458,-0.073648915
C1s1,-0.241706654,-0.253853336,-0.219719417,-0.236929746,-0.155425937,-0.266260044,-0.2693388,-0.352548791,-0.383629733,-0.439736031,-0.286388157
C1ra,-0.165890227,-0.161710951,-0.202793669,-0.120574782,-0.269168566,-0.07622758,-0.191079857,-0.343317343,-0.221067453,-0.252490077,-0.084143013
C1s2,-1.512910047,-1.99884302,-1.859296556,-1.667732829,-1.614413118,-1.468322529,-1.499746188,-1.561886621,-2.116946889,-1.560266651,0.064960543
Gc,0.954977956,0.973380204,1.016910572,0.977274345,0.971080367,1.146596558,1.143453657,1.147177031,1.18016627,1.182387162,0.4808492
Serpina3m,0.001254878,-1.134767998,-1.13112508,0.472429856,-1.523418489,-0.093349958,-0.002619703,-0.181839738,-0.139412165,-0.193715826,1.155263945
Cfh,1.319119107,1.332730966,1.367769496,1.322379747,1.318058239,1.187830996,1.171396969,1.184183344,1.162546165,1.210339332,-0.225619978
Crp,-0.132017113,-0.311749954,-0.246407054,-0.320465535,-0.254246423,-0.553409841,-0.651003807,-0.647796671,-0.535097971,-0.547338853,-0.764168791
Hpx,1.60470896,1.499791313,1.504513054,1.585679104,1.557025096,1.554188145,1.535985218,1.508486647,1.51270598,1.554685907,0.084141335
Ttr,-0.169123993,0.047793199,-0.120417263,-0.099817863,-0.107801575,0.172524638,0.359222026,0.17184627,0.372780649,0.380810054,0.841737679
Cp,1.552058808,1.53138902,1.545382154,1.49186756,1.564499289,1.367994945,1.393173949,1.378433367,1.347192241,1.374415463,-0.246640024
Serpinf2,0.966661906,0.976968849,0.772060281,0.824638017,0.906633821,0.927741221,0.906431799,0.953836126,0.880692284,0.908733109,0.127003801
Apoe,0.988644275,0.859024564,0.891543032,0.885335789,0.931769995,1.00995579,0.9759289,1.028131877,0.977816657,1.032174324,0.279211454
Serpinc1,0.581644742,0.515669056,0.521216174,0.432205217,0.451975605,0.686751476,0.661778408,0.662936429,0.672137307,0.661286722,0.413514532
Hp,0.881425941,0.480648376,0.562345874,0.710201986,0.766374602,1.177732867,1.064765975,1.000744036,0.996643939,0.980508427,0.862614406
Klkb1,0.566145414,0.524615282,0.565619338,0.516278848,0.487666977,0.458654746,0.465567194,0.435407479,0.412700954,0.430455735,-0.161861447
Apoa1,1.479163369,1.52545159,1.526185457,1.448840196,1.474856209,1.98357095,2.000079617,1.969604472,2.033651486,1.967373935,1.229836197
Lrp1,-0.800783649,-0.622874466,-0.846142284,-0.936197378,-0.854890224,-0.804547094,-0.745947147,-0.651887703,-0.703179896,-0.783836972,0.098838305
Hspa5,-1.204999197,-0.540052401,-0.845639697,-0.481237062,-0.512730688,-1.085949105,-1.255149962,-0.731058926,-1.259681094,-1.00177467,-0.827425707
Hspa1l,-1.204999197,-0.540052401,-0.845639697,-0.481237062,-0.512730688,-1.085949105,-1.255149962,-0.731058926,-1.259681094,-1.00177467,-0.827425707
Psmb1,-0.204542905,-0.59026403,-0.57951854,-0.294927497,-0.428947816,-1.108727916,-0.826354977,-0.995900692,-1.055738423,-1.745419702,-1.662097827
Tns4,-0.381151492,-0.063965149,-0.104549873,-0.072760894,0.071859869,-1.493516002,-1.557511464,-0.082530245,0.082974516,-0.249214118,-1.243747732
Efemp1,-0.066023476,0.047715708,0.12518292,0.060894205,0.014551598,-0.222267756,-0.204906002,-0.236924519,-0.221302109,-0.170312902,-0.546417952
Psma6,-0.165670507,-0.073656894,-0.025563935,-0.145739844,-0.080358584,-0.368500511,-0.469949124,-0.520787639,-0.428574297,-0.344530217,-0.73550623
Thbs4,-0.587758362,0.446485444,0.080753164,0.226657664,-0.328828269,-1.566876809,-1.052523272,0.077814858,-0.171393255,-1.559519723,-1.849843916
Psmb5,-0.766062673,-0.503134523,-0.609641851,-0.290022053,-0.409868678,-1.250230106,-0.826401748,-0.941774382,-1.124070429,-0.724498765,-1.057570184
Ywhaz,-1.392720461,-1.197789724,-1.283172279,-1.272183789,-0.962749025,-1.39939601,-1.400848066,-1.634397902,-1.275071961,-1.513939538,-0.59266774
Hbb-bs,1.049057016,1.030074373,1.086562751,1.074702135,1.065465675,1.033628372,0.944696,0.929788646,0.932892951,0.900734958,-0.166320245
Psmb8,-0.214208013,-0.439351246,-0.215392914,-0.35829556,-1.269151581,-1.933490732,-1.266213997,-0.749617928,-1.335540363,-0.87483442,-1.67866135
Psma7,0.127813767,0.146631894,0.102550549,-0.079387973,0.036472923,-0.368465946,-0.243115636,-0.39999438,-0.434565862,-0.185860545,-0.870181254
Psma1,0.146663183,-0.12608103,0.038211433,-0.020076699,0.037071279,-1.192532509,-0.668002612,-0.687608263,-0.846057094,-0.891241783,-1.951294073
Spata5,-1.354313354,-1.535165049,-1.419532913,-1.472474545,-1.410263718,-1.476818289,-1.378374409,-1.55475134,-1.584915162,-1.581486439,-0.286151567
Mad2l1,-1.238859387,-1.397163903,-1.982236255,-1.591483584,-1.60534331,0.194663983,0.226011886,0.031779702,0.145476609,0.023116518,3.629810156
Psma5,-0.20220353,-0.29384147,-0.219796534,-0.252997439,-0.26722916,-0.348400544,-0.32964792,-0.391594126,-0.494309436,-0.210922753,-0.257284265
Psma4,-0.670538629,-0.877459792,-0.818702096,-0.920086441,-0.942145131,-0.909325673,-0.853903331,-0.997435804,-0.496684683,-1.056217737,-0.111171061
Hspa2,-1.204999197,-0.540052401,-0.845639697,-0.481237062,-0.512730688,-1.085949105,-1.255149962,-0.731058926,-1.259681094,-1.00177467,-0.827425707
Fap,-1.516717671,-1.446675438,-1.442593414,-1.597553902,-1.553950359,-0.927907218,-1.400892239,-1.364704041,-1.590072393,-1.534705655,0.217649336
Mfap4,-1.673380825,-1.665828579,-1.734612428,-1.473666446,-1.6064193,-1.284445233,-1.372618928,-1.92984319,-1.146029074,-1.469795562,0.299202109
Pkm,0.336734162,0.102141254,0.254153663,0.100575596,0.201710854,-0.269684519,-0.280509369,-0.459170194,-0.209670963,-0.199653657,-1.060297785
Loxl1,-0.888433952,-0.30212234,-0.269446281,-0.216486343,-1.94124111,-1.587710063,-0.765456017,-0.974305235,-1.369628147,-1.171284831,-1.054949503
Psmb3,-1.904679086,-1.181839897,-1.439269425,-1.08479854,-1.046369186,-1.069273614,-1.546179793,-1.601589119,-1.603453034,-1.546761783,-0.405349331
Psma3,-0.018545798,0.038518304,0.177917328,0.045188677,0.13611746,-0.553360462,-0.833591551,-0.583576549,-1.526264044,-0.565966949,-1.960416409
Ubtfl1,-0.050330277,0.209370376,0.187168652,0.255103832,0.260790572,0.790660974,0.591662885,0.692939933,0.612109538,0.703708752,1.145647957
Ces3a,-0.572145296,-0.536108366,-0.492876792,-0.530532043,-0.389104698,-0.56418447,-0.55526795,-0.58990661,-0.605953839,-0.46723453,-0.154978747
Actg2,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,-0.095423901,-0.210235343,-0.333748223,-0.109981011,-0.246933229,-1.064026341
Actc1,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,-0.095423901,-0.210235343,-0.333748223,-0.109981011,-0.246933229,-1.064026341
Pzp,2.665647787,2.676142526,2.640282603,2.713593332,2.664696328,2.354658665,2.392689131,2.371437389,2.385529509,2.351500719,-0.459975289
Lifr,0.041905717,0.098525889,0.103603588,0.162043645,0.098421073,0.141874718,0.239572993,0.311494645,0.23811904,0.181655853,0.277406323
Rpl13,-1.156862358,-1.1428351,-1.343405605,-1.635878526,-1.362542255,-1.184649056,-1.472494053,-1.017298741,-1.519805773,-1.075612814,0.062207918
Psmb4,-0.85745856,-1.035424275,-0.949760304,-1.007565503,-0.959056543,-1.3080314,-1.64348509,-1.350958171,-1.518434335,-1.47410168,-1.180985606
Psmd2,-1.774098023,-1.542935546,-1.639852171,-1.342860018,-1.621601255,-1.101316038,-1.735793642,-1.34246181,-1.194303154,-1.442758254,0.376019684
Psmb6,-0.516488853,-0.003444519,-0.03734149,-0.034438973,0.006576151,-0.205856445,-0.216227279,-0.183244976,-0.183955205,-0.103162024,-0.140448982
Ric8,-0.772310484,-0.631981018,-0.324252199,-1.741230701,-0.18238342,-0.307652496,-1.031720393,-0.270302151,-0.387702329,-0.009033993,0.674431537
Cps1,-0.891944307,-1.529195554,-1.702164984,-1.483180034,-0.974432701,-1.72379778,-1.48291628,-1.652894564,-1.11783117,-1.837625269,-0.67063755
Psmc2,-1.566317588,-1.783925174,-1.521031558,-1.703516893,-1.677222059,-1.789726956,-1.2353007,-1.243053613,-1.4578825,-1.268896858,0.421623401
