name,r1_1_1_norm,r1_1_2_norm,r1_1_3_norm,r1_1_4_norm,r1_1_5_norm,r1_5_1_norm,r1_5_2_norm,r1_5_3_norm,r1_5_4_norm,r1_5_5_norm,FoldCh_norm
Psma2,-0.945682721,-1.425349325,-1.43836796,-1.196358872,-1.128952722,-0.913488946,-0.690553128,-0.905767282,-1.017242674,-1.030686496,0.877709278
Katnal2,-1.354313354,-1.535165049,-1.419532913,-1.472474545,-1.410263718,-1.070317978,-0.935446428,-1.063421628,-1.078253498,-1.204284881,1.030295386
Mug1,2.102491749,2.183146159,2.188018105,2.237086902,2.161860009,2.092062865,2.105397901,2.112275304,2.05937072,2.066944455,-0.207059041
Amy1,-0.421647235,-0.483246005,-0.439049457,-0.516710313,-0.458713371,-0.617170208,-0.905323863,-0.792841959,-0.628348327,-0.771879377,-0.814167885
Bpifa2,-1.442291945,-2.16583122,-1.577911645,-1.40742809,-1.237483361,-1.706919674,-1.484258415,-1.637175586,-1.039285395,-1.682963025,0.128427452
Colec11,-0.448535829,-0.470141975,-0.563983549,-0.418344679,-0.414437699,-0.550360043,-0.79002485,-0.404434902,-0.444731684,-0.375197608,-0.151141081
Angptl6,-0.912621279,-0.821072916,-0.847514426,-0.893748397,-0.641592287,-0.496517836,-0.984030607,-0.221062628,-0.341021852,-0.41584207,0.944719382
Cpn1,0.339934324,0.224964813,0.307374704,0.22966039,0.269167547,0.194116581,0.128836142,0.150488437,0.26316419,0.201902912,-0.244649593
Ces1c,0.99026762,0.936251229,0.966859287,0.894652078,0.852813332,0.997628858,1.031656322,1.021824561,1.012572558,0.999799386,0.261791429
Cpn2,0.829318627,0.76845338,0.753161413,0.76962137,0.793670629,0.575166788,0.490141437,0.572838381,0.586753408,0.533402095,-0.652263889
Mup19,0.323612983,0.220277931,0.276770079,0.187984388,0.258775059,-0.344368125,-0.257531254,-0.456144126,-0.397208721,-0.300008499,-1.743363632
Mup18,0.323612983,0.220277931,0.276770079,0.187984388,0.258775059,-0.344368125,-0.257531254,-0.456144126,-0.397208721,-0.300008499,-1.743363632
Mup17,-0.637267807,-0.324624182,-0.115383415,-0.718706487,-0.314457243,-1.170932519,-0.594108075,-0.615934997,-0.62603501,-0.616003989,-0.88471739
H2-Q10,0.788468747,0.696664459,0.763939113,0.699045142,0.685255462,0.774796081,0.751427861,0.837587061,0.703156628,0.740717146,0.113548301
Mup12,0.323612983,0.220277931,0.276770079,0.187984388,0.258775059,-0.344368125,-0.257531254,-0.456144126,-0.397208721,-0.300008499,-1.743363632
Emilin1,-1.46656199,-0.852545034,-0.929039891,-1.02602781,-0.783617703,-0.810817904,-0.907338974,-0.67675564,-0.943717608,-0.696278897,0.575944303
Hba-a2,1.405065931,1.302183399,1.281388349,1.329268991,1.354752118,1.787486808,1.720071422,1.865157604,1.815973907,1.860588395,1.398854759
Tcn2,-1.536616574,-1.691983197,-1.730323153,-1.164753219,-1.835547411,-1.873597985,-1.915347917,-1.828196886,-1.845926947,-1.834889779,-0.800402202
Man2b1,-0.897750093,-0.888765491,-0.732719828,-1.14887742,-0.74995759,-1.049019628,-1.026790983,-1.092818095,-0.963361333,-1.004563154,-0.435301719
Cir1,-1.079414832,-1.125193827,-1.038093297,-1.240783544,-1.098898488,-1.742062864,-1.537582774,-1.615693552,-0.995218128,-0.884704964,-0.708591994
