name,2_1_1,2_1_2,2_1_3,2_1_4,2_1_5,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,FC_4
Apeh,-1.099892173,-1.31890958,-1.386201503,-0.94562344,-1.689686433,-1.099318242,-0.787677105,-0.765966464,-0.94876551,-0.97635941,0.564751681
Apoa1,1.787888436,1.698032176,1.887013457,1.801045635,1.670502012,1.44986758,1.662232173,1.818051632,1.598945902,1.669662747,-0.022354389
Apoa2,0.343911259,0.469120272,0.18238571,-0.367297981,0.00036417,1.207636516,-0.838242527,-0.083704692,-0.81612225,-0.65571474,-0.694776062
Apoa4,-0.033099436,0.144241698,0.022735578,0.529064163,0.60789747,0.641431489,0.60338897,0.547390548,0.580936076,0.647481126,0.684531889
Apob,-0.312760499,-0.04413367,-0.120041626,-0.150158629,-0.091142598,-0.413466894,-0.103765839,-0.033562026,-0.045664281,-0.222891969,-0.055733365
Apoc1,-0.068017198,0.364759389,-0.074325202,0.415140873,0.396690266,-1.284739817,-1.459892094,-0.955722093,-1.131370944,0.094345772,-2.195871993
Apoc2,-1.063644087,-1.031950604,-1.07570864,-0.891594013,-0.696334762,-0.757259785,-1.023459564,-0.818059583,-0.809396573,-0.59467335,0.158889718
Apoc3,-0.135080565,-0.337478608,-0.187242568,-0.125867046,0.017700013,0.648421035,0.787636284,0.681273753,0.542154028,0.850124306,1.619991865
Apoc4,-1.137779176,-1.539852302,-0.852515314,-0.686336277,-0.193733446,-1.084544716,-0.993386698,-1.206391649,-0.738570377,-0.973558938,-0.360060492
Apoe,0.914438706,0.974923051,1.202835095,0.941337463,0.180338753,0.897920437,0.008586739,0.215081687,0.103413004,-0.441370927,-1.201872521
Apoh,0.73088512,0.82709093,0.605407337,0.60334367,0.576579111,0.614973357,0.786602372,0.745400334,0.707115255,0.461792978,0.075696695
Apom,-1.107884489,-1.653280516,-1.452008369,-1.083840816,-1.592416134,-1.243912777,-1.019138223,-1.478217043,-1.219398835,-1.345864823,0.057901372
Azgp1,-0.704122095,-0.778222765,-0.685661102,-0.483545009,-0.280374555,0.015858498,0.229520749,0.177595071,0.234029516,0.279572639,1.401564486
B2m,-0.114801553,0.532323974,-0.243073509,0.548024668,0.777297642,-0.185760171,-0.637571824,-0.225431049,0.33714923,-0.675182235,-1.112222666
B4galt3,-1.107373624,-1.29308238,-1.636156722,-1.230955006,-1.120140039,-1.232788222,-0.680056224,-0.737305521,-1.371600589,-1.447475591,0.188462561
C1qa,0.192485126,-0.245238983,-0.356243602,-0.020835563,0.119621624,0.246321071,0.31027137,0.076174001,0.157753834,0.365586465,0.547033508
C1qb,1.234367352,1.377671525,1.13355527,1.410970549,0.241665578,0.84890233,0.114763351,0.286248864,0.285607709,-0.205562293,-1.416559896
C1qc,0.641727484,0.798621715,0.585751693,0.542002479,-1.441654554,0.161390564,-0.611632315,-0.468490925,-0.830571087,-1.214052978,-1.49780944
C1ra,0.167644633,-0.023464564,-0.029695777,0.046139693,0.147931992,0.426818137,0.445968359,0.016853023,-0.219346151,0.047023416,0.164873539
C1rb,0.167644633,-0.023464564,-0.029695777,0.046139693,0.147931992,0.426818137,0.445968359,0.016853023,-0.219346151,0.047023416,0.164873539
C1s1,-1.59107993,-1.330010239,-1.386880877,-1.000869825,-0.859037806,-1.126548605,-0.926441444,-1.359750191,-1.436637471,-1.127072099,-0.089620253
C1s2,-0.931153676,-0.704529714,-0.223200466,-0.555130181,-0.251390188,-0.906949064,-0.735720142,-0.947134754,-0.943787874,-0.511979816,-0.593039164
C2,-1.477265918,-0.513779944,-0.375505209,-0.541783709,-0.557914759,-0.941716689,-0.907833313,-0.6947166,-1.39730534,-1.15576757,-0.71107612
C3,2.054531514,2.052668175,2.045584744,1.95076151,2.02052695,2.386528407,2.313649705,2.378925737,2.336288896,2.342129582,0.877842833
C4b,1.222744522,1.259961517,1.307869007,1.359565344,1.319245773,1.552778959,1.606827307,1.632474153,1.617775842,1.667461707,0.776539452
C4bp,1.358642429,1.552773854,1.409215277,1.564149496,1.482837163,1.054818842,1.139847366,1.183271934,1.219305757,1.020777478,-0.491957134
C8a,1.65955237,1.152158406,1.157485533,1.08143286,1.024615034,0.987126583,1.036699131,1.046297676,1.072607274,1.002075665,-0.200140464
C8b,1.125319687,1.101629552,1.190342769,1.112307534,1.195139332,1.211761656,1.279161902,1.287331708,1.297992023,1.218971747,0.360116941
C8g,0.491460522,0.760384656,0.564025318,1.04385991,1.222089792,0.633556223,0.65344546,0.67204437,0.658588187,0.647757427,-0.232104998
C9,0.905289812,0.862717458,0.878578119,0.847401331,1.119825228,0.392672244,0.404196923,0.439451758,0.456570948,0.717144036,-0.735366851
Cat,0.152756933,0.428973197,0.130554922,-0.335724683,-1.293300796,-0.066715844,0.152261588,0.308893076,0.171569466,-0.000572899,0.590554211
Cd5l,1.313325839,1.595442256,1.296292477,1.613841945,1.325580894,0.793400451,1.109939558,1.178276637,1.184337615,0.916223404,-0.575595614
Cdk1,-0.76974363,-1.95205903,-1.098780175,-0.89548277,-0.459008284,-0.606655179,-1.257767953,-0.814173271,-0.170772632,-0.741941646,0.440413114
Ces1c,0.878532926,0.826057212,0.810458664,0.937481259,0.999572254,1.046558694,1.209655938,1.317933375,1.282347673,1.179912657,0.712945624
Cfb,0.631235299,0.774179802,0.654178225,0.982138107,0.852957082,0.990082275,0.64996317,0.723191447,0.812926706,0.583032807,0.031324573
Cfd,-0.486607647,-0.302972377,-0.44291268,-0.142939514,0.043104799,0.895739442,0.117289674,0.245043742,0.104474052,0.167804305,1.041977712
Cfh,1.193700413,1.006144474,1.162504747,1.004576708,0.941210551,1.448712936,1.393905545,1.442494782,1.262329554,1.515236389,0.811769141
Cfi,0.515616404,0.442251484,0.380578079,0.51089493,0.597982769,0.573971146,0.697408516,0.745453837,0.745965758,0.70840544,0.448657286
Cfp,1.550087196,1.025039993,1.545272115,0.12807652,-0.17671674,0.565168216,0.172286477,-0.139314461,0.122081587,0.316873239,-1.011986545
Clec11a,-1.444775414,-1.38874062,-0.774952563,-1.750818907,-1.3665024,-1.195607687,-0.64999482,-0.450457756,-0.642230126,-0.791612558,1.001561433
Clu,0.722215972,0.581068748,0.794235217,0.723689793,0.732034873,-0.075622396,-0.046687456,-0.2645398,0.084864218,0.253911793,-1.290688407
Colec10,-1.358931918,-0.992291527,-1.776605033,-0.688071569,-1.67955024,-1.431113194,-1.341911457,-1.001754705,-1.064126397,-1.279063264,-0.020961073
Colec11,-0.33852418,-0.648304918,-0.234722646,-0.504526266,-0.462161555,-0.555103269,-0.731318563,-0.774045518,-0.563717442,-0.681232753,-0.481492106
Cp,1.493863505,1.364959946,1.471394288,1.277187808,1.309669262,1.498972039,1.487948015,1.491025043,1.449037381,1.514423878,0.377897569
Cpb2,-0.268276333,-0.30743258,-0.463337375,-0.139544051,-0.235130839,-0.093988149,-0.004728036,-0.013879971,-0.088047537,-0.427085242,0.258376369
Cpn1,0.196766539,0.078870862,0.411717858,0.428847926,0.674047085,0.346446994,0.43299975,0.406024125,0.473960894,0.641585149,0.23181151
Cpn2,0.822374065,0.709223502,0.54814971,0.79776397,1.120418252,0.981385434,1.023748862,0.923557826,0.943604338,1.074906667,0.450902941
Crp,-0.197439824,-0.172611134,-0.319916124,-0.181343802,-0.191251793,-0.005926779,-0.074360086,-0.18778149,-0.185023439,-0.051913323,0.185965245
Dnah8,0.420551403,0.324418164,0.595453151,0.641645293,0.966255712,0.520517033,0.747581922,0.871282308,0.764516989,1.384681947,0.580933255
Ecm1,0.194175908,0.293157387,-0.018168162,0.140581639,0.473476214,-1.062929675,-0.751694203,-1.216090405,-1.272033186,-1.289944362,-2.539411288
Ect2,-0.561717789,-0.803352074,0.234107799,0.330224252,0.534984043,-1.017861537,-0.862070654,-0.888684427,-0.976638809,-0.875341049,-1.696568738
Efemp1,0.118573054,0.313194194,-0.272569203,-0.848687481,0.022941968,0.025290561,-1.244132231,-0.989969305,-0.174574314,-0.340553938,-0.819143101
Egfr,0.308435954,0.255067252,0.33792699,0.765061355,0.582466486,0.643476789,0.751362236,0.545632223,0.564458045,0.543617804,0.353935649
Eif2ak4,-1.331454116,-1.192079768,-2.051131845,0.566521928,-1.583520767,-1.054449947,0.224614823,-1.157649806,0.609613718,-0.876301077,1.130557552
F10,-0.918841048,-1.172851045,-1.205414692,-1.035285196,-0.793240672,-0.60573245,-1.08602158,-0.384643378,-0.582818756,-1.107728706,0.369747999
F12,-0.016959209,-0.341453436,-0.18322611,0.534633122,0.329426052,0.118286308,0.477453398,0.572092219,0.484104418,0.429037291,0.665863102
F13a1,0.450137496,0.779107015,0.231069639,0.371287819,0.552415151,1.039919489,1.031194865,0.966389945,0.892123938,0.859996203,0.978235093
F13b,0.770097261,0.957932301,0.830092567,0.908862715,0.883113209,1.156338727,1.25834152,1.260219939,1.309802908,1.18378555,0.80436996
F2,0.837082832,0.954148999,0.870077793,0.898035295,0.778047854,1.049460108,1.141115112,1.010309162,1.093605762,0.985066778,0.47264033
F5,-0.344141103,-0.485226773,-0.547128625,-0.384798638,-0.268116335,-0.473239477,-0.146772926,-0.024534497,-0.125812544,-0.233157244,0.338249129
Fbln1,-0.001163881,0.064826469,0.006003959,-0.518110621,-0.500831988,-0.082819185,-0.599158884,-0.453485577,-0.393529208,-0.782777959,-0.53815609
Fcna,0.669529439,0.914392847,0.699041356,0.817660982,0.625654861,0.355072286,0.229137903,0.518406151,0.494455751,0.187857183,-0.655486743
Fetub,0.064079043,0.119088776,0.141664043,0.201326871,0.360677725,-0.007392289,0.384889583,0.438320885,0.250458651,0.318573191,0.21083553
Fga,2.390896015,2.508361884,2.552791658,2.429376547,2.378494606,1.949004547,1.854645332,1.918954689,1.995584823,1.842830725,-0.730183016
Fgb,2.18975259,2.165256821,2.209427971,2.236458664,2.248417433,2.071670707,2.191712233,2.261550846,2.295573002,2.1804515,0.253372553
Fgg,2.651704339,2.651760039,2.66483399,2.398777316,2.136019057,2.296828824,2.173929398,2.329802073,2.323556317,2.160529748,-0.145494354
Fn1,1.95210435,1.846360167,1.944542833,1.757485551,1.83140693,2.200309931,2.192753023,2.245237091,2.232954039,2.223383484,0.910671646
Fstl5,-0.507840966,-0.499830002,-0.517654671,-0.226569064,-0.255467529,-0.980725411,-0.163024378,-0.381992515,-0.221279997,0.058735758,0.076660169
Gapdh,-2.006716697,-1.437960273,-1.081896377,-1.700310144,-1.599722957,-0.857361036,-1.129461947,-1.527442851,-0.900634502,-1.323533635,0.614341622
Gc,0.797313148,0.909636172,0.912473438,1.032561732,0.960549341,1.210989426,1.188269311,1.14000449,1.078428371,1.254232873,0.596139417
Gpld1,0.375657508,0.417822689,0.323923737,0.727919097,0.254785947,0.634540631,0.656035973,0.565469924,0.560942406,0.599091032,0.404288837
Gpx3,0.447699866,0.242347802,0.347424636,0.465932591,0.53411475,-0.677984075,-0.413873073,-1.098058878,-0.535010463,-0.3371634,-1.903863363
Grn,0.046587747,-0.570330072,-0.687191052,-1.120517324,-1.520969787,-1.032393279,-0.609892316,-1.181702138,-0.948435461,-1.443860266,-0.584653549
Gsn,1.183332703,1.046858257,0.933251407,0.735070603,0.706210921,1.17279981,1.068186462,1.003039959,0.956948121,1.186333137,0.425237262
H2-Q10,1.079227723,0.664910072,1.096553853,0.894437006,0.665828099,0.485364527,0.432263861,0.409200297,0.361135278,0.397777843,-0.770365086
Hba-a2,1.020125553,1.003051191,1.073995925,1.305503364,1.465387002,1.713412688,1.763115429,1.831541852,1.75142392,1.653962777,1.223265906
Hbb-bs,1.256884317,1.252486741,1.28866175,1.402211456,1.432477718,1.329382415,1.3836948,1.606768072,1.626308235,1.761928463,0.572237197
Hgfac,0.015883974,-0.117341346,0.082025891,-1.84218841,-1.446410657,-0.196008873,-0.0467654,-0.311802996,-0.243156173,-0.444262719,0.766169026
Hmces,1.266199178,1.432350992,1.281941384,1.463099418,-2.269114185,-1.165924938,-1.018079093,-1.227537759,-1.335048209,-1.448332592,-3.419929408
Hp,0.330003798,0.459522964,0.261432214,0.605291804,0.927125625,1.326022104,1.1818939,1.269619561,1.187376516,1.264594151,1.443089357
Hpx,1.494312133,1.41812032,1.511031674,1.562494333,1.596950309,1.064884972,1.469145023,1.472821635,1.399058095,1.325160211,-0.138728917
Hrg,0.680350963,0.848274271,0.901005608,1.08298035,1.058536508,0.950955128,0.903145618,0.820373567,0.875208285,0.885497825,0.05390879
Hspa1a,-0.574069315,-0.512803946,-0.569833299,-0.887572543,-1.312017981,-0.627821192,-1.236333184,-0.953501691,-1.076438469,-0.904221501,-0.441256765
Hspa1b,-0.574069315,-0.512803946,-0.569833299,-0.887572543,-1.312017981,-0.627821192,-1.236333184,-0.953501691,-1.076438469,-0.904221501,-0.441256765
Hspa1l,-0.574069315,-0.512803946,-0.569833299,-0.887572543,-1.312017981,-0.627821192,-1.236333184,-0.953501691,-1.076438469,-0.904221501,-0.441256765
Hspa2,-0.574069315,-0.512803946,-0.569833299,-0.887572543,-1.312017981,-0.627821192,-1.236333184,-0.953501691,-1.076438469,-0.904221501,-0.441256765
Hspa5,-0.574069315,-0.512803946,-0.569833299,-0.887572543,-1.312017981,-0.627821192,-1.236333184,-0.953501691,-1.076438469,-0.904221501,-0.441256765
Hspa8,-0.574069315,-0.512803946,-0.569833299,-0.887572543,-1.312017981,-0.627821192,-1.236333184,-0.953501691,-1.076438469,-0.904221501,-0.441256765
Ica,1.184875671,1.196728954,1.10130947,1.131255519,0.78704563,0.737533427,0.763640806,0.838294864,0.837450613,0.70672422,-0.440358503
Idh2,0.356879972,0.335836284,0.182948232,0.228645824,0.157275104,-1.116235756,-0.996073494,-0.880714812,-0.829189769,-1.174722269,-2.36984275
Igfals,0.120372751,-0.059652553,-0.126520135,-0.034587688,0.193440068,0.313418738,-0.021502175,-0.155978422,-0.122612285,0.103622921,0.002836441
Il1rap,-0.348225431,-0.733720432,-0.445266031,-0.384758573,-0.171424771,-0.709231021,-0.383126215,-0.446620084,-0.440860763,-0.030626458,-0.025911617
Itih1,1.132292867,1.246405123,1.209283712,1.187626213,0.983198588,1.064105341,1.028877159,1.200147478,1.047709311,1.128693992,0.037064081
Itih2,0.730794357,0.32256062,0.274897404,0.383029209,0.645338986,1.128841908,0.955776573,0.937624427,0.936876216,1.026387788,1.057804758
Itih3,0.300791129,-0.241802003,-0.00623564,-0.097776853,0.120755277,0.300414186,0.652147912,0.632064969,0.626316672,0.703033966,1.092398867
Itih4,0.380711702,0.292645775,0.340799383,0.539939159,0.682935307,1.012353588,0.947977527,0.675753148,0.7693186,1.007442455,0.882174329
Klkb1,0.416856059,0.30961816,0.399790771,0.471797026,0.407359943,0.9071946,1.002018362,0.982830164,0.923016579,0.981334377,1.120737289
Kng1,1.230783517,1.013766174,1.114277358,1.046301338,1.309895516,0.828631907,1.086015147,1.183087104,1.134302098,1.04334282,-0.030580192
Krt10,-0.604472274,-0.474055275,-0.581529399,-0.437613611,-0.524400542,-0.545634198,-0.035539083,0.055470513,-0.070124622,-0.092225133,0.680407966
Lap3,-0.331667695,-0.253723863,0.194823687,-0.331317593,-0.579432734,-1.156453401,-0.492466462,-0.248620026,-0.626842481,-0.798948577,-0.785167121
Lcat,-1.542467351,-1.151460436,-1.524899746,-1.470535463,-1.103725885,-0.8956222,-0.401452369,-0.56831418,-0.661619928,-0.504990344,1.274307027
Lifr,0.539458506,-0.223756546,0.457662551,-0.510335612,-0.322088705,-0.119222556,-0.000544244,-0.137514792,-0.373066134,0.177917381,-0.122915648
Loxl1,-0.151550131,0.020536652,-0.15681749,-0.337352302,-0.683073878,-0.390756421,-0.693957876,-0.652701627,-0.655537236,-0.417232077,-0.593276129
Lrp1,-1.24282809,-1.347696256,-0.796013152,-1.575426721,-1.266686145,-0.962759342,-0.775056955,-0.833609695,-0.990684252,-0.899440093,0.53863136
Man1a,-1.451854916,-1.600702592,-1.157831349,-1.184009476,-0.731649487,-0.831559176,-0.336329644,-0.274394203,-0.428260203,-0.673660239,1.209281308
Masp1,-0.495090083,-0.317331608,-0.862580917,-0.260719008,0.172053082,-1.162278433,-1.404404698,-1.249197017,-0.73314534,-0.780324034,-1.441377829
Masp2,0.226129615,-0.032600109,-0.083757629,0.26021161,0.13314925,0.24888448,0.197240216,-0.147836136,-0.209520453,0.374097932,-0.00329158
Mbl1,0.494183407,0.59801752,0.962179145,0.889103424,0.44665198,0.869762411,0.821581164,0.879675089,0.79087206,0.689364104,0.344738107
Mbl2,0.454753435,0.577560929,0.614005492,0.763861925,0.737786495,0.935510526,1.023735107,1.008307639,0.924730392,0.963351413,0.729011472
Mfap4,-1.691126514,-1.67390502,-1.668690576,-1.637005795,-1.471805917,-1.155308625,-1.39990225,-1.214217777,-1.179809998,-1.337582825,0.499573495
Mmrn1,-0.40054632,-0.437213997,-0.422102101,-1.662018538,-1.156383598,-1.198726214,-1.18210895,-1.193682096,-1.294038937,-1.220623316,-0.842436376
Mug1,1.879509636,1.791032659,1.789996156,1.844079872,1.80395871,2.306778997,2.303147814,2.330424661,2.313270994,2.413911578,1.207753895
Mug2,-0.613626355,-0.789501832,-0.828894845,-0.521085407,-0.193130895,0.430575665,0.423495092,0.306285988,0.31916275,0.428564302,1.773125331
Mup10,-1.296375574,-0.878102455,-1.009994168,-1.365766903,-1.360507851,-0.803768761,-1.404631655,-1.334173005,-0.991097426,-1.397085829,-0.152640956
Mup12,-1.296375574,-0.878102455,-1.009994168,-1.365766903,-1.360507851,-0.803768761,-1.404631655,-1.334173005,-0.991097426,-1.397085829,-0.152640956
Mup17,-1.296375574,-0.878102455,-1.009994168,-1.365766903,-1.360507851,-0.803768761,-1.404631655,-1.334173005,-0.991097426,-1.397085829,-0.152640956
Mup18,-0.001215746,0.153301158,0.025366113,0.422036968,0.338111835,-0.037104644,0.354085413,0.118492972,0.043304863,0.158833897,-0.095632547
Mup19,-0.001215746,0.153301158,0.025366113,0.422036968,0.338111835,-0.037104644,0.354085413,0.118492972,0.043304863,0.158833897,-0.095632547
Orm1,-0.753217013,-1.061031128,-1.429175974,-1.098351662,-0.603060829,0.37940617,0.162733676,0.280961729,0.091626567,0.261037074,2.206054555
Pf4,-1.389376368,-1.51766148,-1.456856381,-1.168411881,-1.453977078,-0.011737009,-1.815014636,-1.112414886,-1.890714798,-1.101387838,0.211083517
Piga,0.274781092,0.362607997,0.290577352,0.461743351,1.344209959,1.149951175,-0.293070383,-0.152174797,0.814347142,-0.488784603,-0.642811881
Pigr,-1.338580295,-1.551278293,-1.451956737,-1.192270267,-1.358369153,-0.875704585,-0.332748776,-1.013316361,-0.376669786,-0.177466254,1.415944026
Pkm,0.653220653,-0.350725411,-0.186693634,0.142805216,-0.142395153,-0.438296682,-0.553698834,-0.700332053,-0.692052944,0.323085323,-0.825695454
Plg,1.923293631,1.947239468,1.833870118,1.729818538,1.769496606,1.644967936,1.495481132,1.607670339,1.57125352,1.53459149,-0.288657847
Pltp,-0.318470778,-0.215869857,-0.496988119,-0.91281816,-0.672911487,-0.50511309,-1.113737768,-0.682082438,-0.689006709,-0.964457405,-0.578338161
Pon1,-0.315944978,-0.284021761,-0.24263871,0.042674117,0.258727535,-0.916045589,-0.830968461,-1.224945263,-1.175277317,-1.048228043,-1.81134605
Prdx2,-1.246507875,-0.270835302,-0.653567482,-1.161448177,-0.320664493,0.019574084,-0.442183015,-0.44784094,-0.487625122,-0.159904766,0.721956717
Pros1,-1.165163622,-1.46991107,-1.304244561,-1.641518055,-1.006729473,-0.686352779,-0.421529985,-1.290013021,-1.846495489,-0.547030204,0.538564312
Proz,-0.965091199,-1.030462995,-1.069173064,-1.469571412,-1.080576497,-0.439123191,-0.230320383,-0.350325638,-0.257414315,-0.042652565,1.518180571
Psma1,0.635633407,0.153946576,0.135250754,-0.195666846,0.101942827,-1.243221964,-1.497117525,-0.937560029,-0.297768377,-1.021644634,-2.22159278
Psma3,0.139469253,-0.582653351,-0.018094789,-0.710998456,-0.451060804,-0.281983001,-0.011220364,0.116946229,0.021910315,-0.127249765,0.488445333
Psma4,-0.739662231,-0.814114282,-0.927721997,-0.880067969,-0.75433684,-1.600409223,-1.428897647,-1.542598982,-1.407495315,-1.082245816,-1.229886723
Psma5,-0.439133494,-0.21406741,-0.389769342,-0.22132062,-1.24959799,-0.133500178,0.254474488,0.188770042,0.134515899,-0.156544668,1.03796768
Psma6,-0.217848498,0.336140627,0.069878687,0.204845031,-0.23761011,-0.340827922,-0.114760614,-0.089614416,0.002454504,-0.205716834,-0.334110089
Psma7,1.179191324,0.707767377,1.161722109,0.277627129,0.019905397,-1.295099543,-1.121651439,0.735351372,0.481468911,0.716628899,-1.359388918
Psmb1,-1.029722123,-0.573347269,-0.770031179,-0.521268201,-0.278107249,-0.573913117,-0.587983002,-0.555867281,-0.276065783,-0.097488896,0.323022761
Psmb10,-1.398022177,-1.834044679,-1.749965426,-1.357909261,-1.09443755,-1.16738058,-1.694232578,-1.306285433,-1.371165413,-1.526144032,-0.071648584
Psmb2,-1.243313023,-1.22133083,-1.236269133,-1.214786493,-1.122836038,-1.274348018,-1.314688154,-1.013031819,-1.548350698,-1.654829932,-0.450154886
Psmb3,-1.423329451,-1.226066516,-1.201428126,-1.17564602,-0.785014542,-0.854999937,-0.748736892,-0.485033287,-0.913139714,-0.370464664,0.783540017
Psmb4,-1.281718671,-1.418175337,-1.524992141,-1.13639537,-1.238704441,-1.252200064,-1.576783798,-0.53927628,-1.16803334,-1.241385677,0.133081677
Psmb5,-1.063117662,-1.421342081,-0.505116148,-1.059852221,-1.206993114,-0.501360495,-0.306419544,-0.220158506,-1.280157296,-0.646648329,0.771921393
Psmb6,-0.130150846,0.016100062,-0.022657464,-0.077882345,-1.193346406,-0.350607858,-0.609594293,-0.558175235,-0.753153679,-0.692813969,-0.603358156
Qsox1,-0.117584083,-0.056013552,-0.066373811,-0.074228967,-0.177795616,-0.142885364,-0.073303249,-0.297464012,-0.212874734,-0.04438764,-0.11280423
Rbp4,0.039477126,-0.069984483,-0.037473248,0.092000978,0.153364477,0.378379819,0.41796561,0.422408408,0.251465913,0.703045674,0.768377024
Reln,-1.690304462,-0.296192868,-0.536573874,-0.908711553,-1.348747391,-1.129435216,-0.997274759,-1.187964499,-1.21166834,-1.259040827,-0.480550676
Saa1,-1.44827886,-1.538291231,-1.559365739,-1.143146232,-1.25868865,-1.202170409,-1.197775817,-1.219084179,-1.69122794,-0.702514935,0.184476408
Saa2,-1.44827886,-1.538291231,-1.559365739,-1.143146232,-1.25868865,-1.202170409,-1.197775817,-1.219084179,-1.69122794,-0.702514935,0.184476408
Saa4,-1.165635589,-1.374310551,-1.366173562,-0.989969788,-0.78033465,-1.547162354,-0.507466215,-0.519506674,-0.573577368,-0.526649512,0.622211058
Sepp1,0.404115549,-0.825779025,-0.411990301,-0.710224711,-0.886064479,-1.326514258,-0.745360056,-1.440304829,-1.04461191,-1.33110849,-1.363550498
Serpina10,-0.719486948,-0.684975659,-0.791817339,-0.570279555,-0.081106434,-0.437884662,-0.059071479,-0.104612467,0.037711134,-0.167617771,0.724927043
Serpina1a,0.925343213,0.84285906,0.877534601,0.967857631,1.02126647,1.273690562,1.230989837,1.156748706,1.234187326,1.2998904,0.709503205
Serpina1b,1.362884944,1.198169337,1.282134326,1.345853282,1.154654101,1.792925249,1.758784918,1.753283008,1.750568236,1.731413622,1.096616474
Serpina1c,-0.577606473,-0.522217599,-0.620840686,-0.474593107,-0.237764915,0.731227293,0.745619552,0.477996288,0.544288349,0.737332723,2.10815961
Serpina1d,0.361812285,0.444292683,0.288218566,0.490504625,0.59099032,0.590296534,0.605218376,0.655616312,0.609188321,0.860853204,0.487435937
Serpina1e,0.358557788,0.356652314,0.316885424,0.574672541,0.64956875,0.935036825,1.020848864,0.873383544,0.985733334,1.062990612,1.053965561
Serpina3k,1.139514996,1.061763207,0.987332281,1.092172639,1.248123327,1.781223372,1.76100634,1.778278949,1.742957537,1.84931911,1.429485923
Serpina3m,-0.152473319,-0.011243607,-0.259715451,-0.005500891,0.037200753,0.270521726,0.116423113,0.128444654,0.304985287,0.428641572,0.611962789
Serpina3n,-0.494607743,-0.458253038,-0.589812324,-0.294197871,-0.046051306,0.489751189,0.576587485,0.573040694,0.543351986,0.509932529,1.694509954
Serpina6,-1.030048869,-1.219877328,-1.337414309,-1.51087787,-1.020645303,-0.852707918,-0.772684229,-0.864850974,-0.911658158,-1.207662938,0.421855462
Serpinc1,0.315250946,0.32463855,0.300838614,0.384746973,0.476796199,0.946171249,1.111477818,0.983800526,0.915628358,1.040144287,1.269084617
